judul,abstrak,fakultas,bahasa,keywords,link
ANALISIS PERBANDINGAN KINERJA BANK UMUM MILIK NEGARA DAN BANK UMUM SWASTA DENGAN MENGGUNAKAN METODE CAMELS,"The research aimed to determine the comparison between the performance of state general bank and privet general bank by using CAMELS method which consist of Capital, Asset, Management, Earning, Liquidity, and Sensitivity to Market Risk. The determination is by comparing the whole results of CAMELS, which the calculation was done based on the regulation from Bank of Indonesia. The research was an empirical study that used three samples for state general bank and ten samples for private general bank which were taken by purposive sampling technique. The data that was used in this research is secondary data. There are nine financial ratio were used, there are: Capital Adequacy Ratio (CAR), Bad Debt Ratio (BDR), Produktive Activate Quality Ratio (KAP/Kualitas Aktiva Produktif), Operational Expense on Operational Income Ratio (BOPO), Net Call Money to Current Asset (NCM to CA), and Sensitivity to Market Risk. A comprehensive evaluation on the hypothesis was done by using Independent Sample T Test, because all of the observed data was normal distributed. The result of the research suggests that there is no signifikan difference between the performance of state general bank and private general bank that was determine by CAMELS method.",1,other,"The Healthiness of Banking, Performance, State General Bank, Private General Bank, CAMELS.; Other",https://repository.unej.ac.id/handle/123456789/13894 
UJI EFEK ANTIAGREGASI PLATELET EKSTRAK ETANOL BUAH TOMAT (Solanum lycopersicum) PADA MENCIT JANTAN GALUR BALB-C,"RINGKASAN Uji Efek Antiagregasi Platelet Ekstrak Etanol Buah Tomat (Solanum lycopersicum) Pada Mencit Jantan Galur Balb-C; Ruman, 062210101076; 2010; 62 halaman; Fakultas Farmasi, Universitas Jember Agregasi trombosit merupakan proses perlekatan trombosit yang satu dengan trombosit yang lain, dengan adanya Adenosin Difosfat (ADP) yang dilepaskan oleh trombosit untuk merangsang trombosit lain beragregasi. Agregasi trombosit akan memberikan keuntungan bagi organisme, seperti pada proses hemostasis. Akan tetapi, dilain pihak, agregasi trombosit dapat berbahaya, misalnya pembentukan trombosis dan emboli yang dapat meningkatkan faktor resiko terjadinya penyakit kardiovaskular dan stroke. Tanaman obat telah lama digunakan oleh masyarakat Indonesia sebagai sarana perawatan kesehatan dan untuk menanggulangi berbagai macam penyakit. Salah satu tanaman yang digunakan untuk menghambat agregasi trombosit adalah buah tomat. Berdasarkan penelitian efek antiagregasi ektrak etanol buah tomat membuktikan bahwa buah tomat dapat menghambat agregasi trombosit hingga 75%. Adenin merupakan salah satu senyawa kimia yang terkandung di dalam buah tomat yang kemungkinan berfungsi sebagai penghambat agregasi trombosit. Mekanisme adenin belum dapat dijelaskan secara pasti, namun adenin lebih kuat menghambat agregasi platelet yang diinduksi oleh kolagen daripada oleh ADP. Tujuan penelitian ini adalah untuk mengetahui efek antiagregasi ekstrak etanol buah tomat dan perbandingannya pada beberapa dosis pada mencit jantan. Bahan uji yang digunakan dalam penelitian ini adalah ekstrak etanol buah tomat, yang diperoleh dengan mengekstrak buah tomat segar yang telah dihaluskan dengan metode remaserasi menggunakan pelarut etanol 96%. Clopidogrel 75 mg/kg 8 BB digunakan sebagai kontrol positif dan CMC Na 1% 0,2 ml/20 g BB digunakan sebagai kontrol negatif. Dosis ekstrak etanol buah tomat yang digunakan adalah 50 mg/kg BB; 100 mg/kg BB; dan 200 mg/kg BB diberikan secara per oral. Perlakuan dilakukan selama 7 hari dan pada hari kedelapan dilakukan pemotongan ujung ekor mencit untuk mengetahui waktu perdarahannya. Berdasarkan hasil uji Anova satu arah dengan taraf kepercayaan 95% untuk waktu perdarahan, maka dapat dibuat kesimpulan bahwa terdapat salah satu atau lebih perlakuan yang memiliki perbedaan waktu perdarahan yang bermakna antara bahan uji (ekstrak etanol buah tomat dengan dosis 50 mg/kg BB; 100 mg/kg BB; dan 200 mg/kg BB) dengan clopidogrel. Dari hasil uji LSD diketahui bahwa ekstrak etanol buah tomat pada dosis 50 mg/kg BB dan 100 mg/kg BB memiliki perbedaan waktu perdarahan yang signifikan dibandingkan dengan kontrol positif. Demikian juga dengan ekstrak etanol buah tomat pada dosis 200 mg/kg BB dan kontrol positif memiliki perbedaan waktu perdarahan yang signifikan. Hal ini dikarenakan waktu perdarahan pada dosis 200 mg/kg BB memiliki rentang yang terlalu jauh dibandingkan kontrol positif.",1,other,Etanol; Other,https://repository.unej.ac.id/handle/123456789/10337 
PENGARUH PEMBERIAN EKSTRAK ETANOL DAUN SAMBILOTO (Andrographis paniculata) SEBAGAI  HEPATOPROTEKTOR TERHADAP BILIRUBIN TIKUS YANG DIINDUKSI PARASETAMOL,"Parasetamol tergolong obat bebas yang digunakan secara meluas di masyarakat sebagai penghilang nyeri (analgesik) dan penurun panas (antipiretik). Penggunaan parasetamol dalam dosis berlebih dapat menyebabkan kerusakan hati yang akhirnya dapat menyebabkan kematian. Mekanisme toksisitas parasetamol diperantarai oleh suatu metabolit reaktif yaitu NAPQI (N-asetil-p-benzoquinone imine). Selain parasetamol ada zat-zat kimia yang bersifat oksidan dan dapat menyebabkan kerusakan pada hepar, yakni karbon tetra khlorida (CCl4). Kerusakan sel hepar pada kasus ini terjadi karena serangan radikal bebas (oksidan) pada asam lemak tak jenuh pada fosfolipid membran. Reaksi oksidasi ini bersifat otokatalitik, sehingga dalam waktu yang relatif singkat terjadi kerusakan sel hepar yang berat. Sambiloto merupakan tanaman obat yang memiliki efek antioksidan dan mampu meningkatkan pertahanan tubuh. Pada penelitian ini kandungan ekstrak daun sambiloto yang diduga memiliki efek antioksidan adalah andrographolide. Tujuan penelitian ini adalah untuk mengetahui adanya efek proteksi terhadap radikal bebas dengan parameter penurunan kadar bilirubin tikus yang diinduksi parasetamol dosis toksik. Rancangan penelitian yang digunakan adalah Post Test Only Control Group Design. Sebanyak 42 ekor tikus wistar jantan dibagi menjadi 6 kelompok diantaranya 3 kelompok kontrol (kelompok kontrol negatif, kontrol positif dan kelompok kontrol) dan 3 kelompok perlakuan. Kelompok kontrol diberi CMC Na 1%, kelompok kontrol negatif diberikan CMC Na 1% selama 10 hari dan parasetamol dosis toksik",1,other,Andrographis paniculata; Other,https://repository.unej.ac.id/handle/123456789/7364 
PENGARUH VITAMIN C DAN PAPARAN SINAR UV TERHADAP EFEKTIVITAS IN VITRO KRIM TABIR SURYA AVOBENZONE DAN OCTYL METHOXYCINNAMATE DENGAN KOMBINASI VITAMIN E SEBAGAI FOTOPROTEKTOR,"Sinar Ultraviolet (UV) dibagi menjadi tiga daerah  yaitu UV A (320-400 nm) yang dapat menyebabkan pencoklatan kulit, UV B (290-320 nm) yang dapat menyebabkan eritema dan penuaan dini, dan UV C (200-290 nm) yang dapat menyebabkan kanker kulit. Pencegahan efek merugikan dari sinar UV dapat dilakukan dengan penggunaan tabir surya. Tabir surya merupakan perlindungan kulit secara kimia yang mampu menyerap sedikitnya 85% sinar matahari.  Mekanisme kerja tabir surya dibagi menjadi 2 macam yaitu pemblok fisik seperti TiO2 dan penyerap kimia seperti avobenzone sebagai anti UV A dan octyl methoxycinnamate sebagai anti UV B. Avobenzone dan octyl methoxycinnamate merupakan kombinasi yang digunakan secara luas, namun mengalami degradasi karena adanya paparan sinar UV. Strategi untuk mengatasi ketidakstabilan kombinasi tersebut adalah dengan penambahan fotoprotektor seperti vitamin E dan antioksidan seperti vitamin C.  Sediaan yang dipilih untuk penelitian ini adalah krim. Evaluasi sifat fisika kimia yang dilakukan untuk sediaan krim adalah pengujian organoleptis, tipe krim, homogenitas krim, pH, viskositas, dan daya sebar. Efektivitas sediaan tabir surya dapat ditentukan dengan nilai sun protection factor (SPF), persen transmisi eritema, dan persen transmisi pigmentasi. Penentuan efektivitas sediaan tabir surya dilakukan sebelum dan setelah paparan sinar UV. Analisis statistik data yang digunakan pada penelitian ini adalah analisis statistik menggunakan program SPSS 17.0.Sediaan krim dibuat 4 macam formula yaitu F1, F2, F3, F4 yang mengandung vitamin E sebesar 3% dan vitamin C dengan konsentrasi masingmasing 0%, 2,5%, 5%, dan 10%. Nilai SPF keempat formula sebelum paparan secara berturut-turut adalah 10,1710; 11,5605; 9,5347; 8,3785 yang memiliki perbedaan yang signifikan. Nilai SPF setelah paparan sinar UV secara berturutturut adalah 5,1715; 7,4820; 6.4046; 5,6084. Konsentrasi vitamin C yang dapat memberikan peningkatan nilai SPF adalah 2,5%, apabila konsentrasi ditingkatkan menjadi 5 hingga 10% akan mengalami penuruna nilai SPF. Hal ini dimungkinkan terjadi karena adanya interaksi antara Avobenzone, octyl methoxycinnamate, vitamin E dan C dengan senyawa reaktif. Hasil analisis statistik nilai SPF sebelum dan setelah paparan menunjukkan bahwa terdapat perbedaan yang signifikan pada semua formula.  Nilai persen transmisi eritema sebelum paparan sinar UV pada F1 sebesar 0,00651; F2 sebesar 0,00215; F3 sebesar 0,01721; F4 sebesar 0,00778. Semua formula memiliki nilai persen transmisi eritema dengan kategori total block. Nilai persen transmisi eritema setelah paparan sinar UV pada F1 sebesar 0,15836; F2 sebesar 0,02655; F3 sebesar 0,05714; F4 sebesar 0,07152.  Hasil analisis statistik nilai persen transmisi eritema menunjukkan bahwa terdapat perbedaan yang signifikan antara sebelum dan setelah paparan.   Nilai persen transmisi pigmentasi sebelum paparan sinar UV pada F1 sebesar 0,03367; F2 sebesar 0,02586; F3 sebesar 0,03936; F4 sebesar 0,05728 dan keempat formula memiliki kategori total block. Nilai persen transmisi pigmentasi setelah paparan sinar UV pada F1 sebesar 0,27258; F2 sebesar 0,34898; F3 sebesar 0,16323; F4 sebesar 0,22351.  Hasil analisis statistik nilai persen transmisi pigmentasi menunjukkan bahwa terdapat perbedaan yang signifikan antara sebelum dan setelah paparan. Berdasarkan hasil penentuan nilai transmisi eritema dan pigmentasi baik sebelum atau setelah paparan sinar UV menunjukkan nilai yang memenuhi persyaratan",1,id,Vitamin C; Sinar Ultraviolet (UV); Tabir Surya Avobenzone; Octyl Methoxycinnamate; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/79810 
VALIDASI METODE DAN PENETAPAN KADAR ASAM KLOROGENAT PADA EKSTRAK DAUN KOPI ROBUSTA (Coffea canephora) DENGAN METODE KLT DENSITOMETRI,"Kopi merupakan salah satu dari delapan komoditas utama perkebunan di Indonesia yang memiliki luas areal yang cukup besar serta menjadi komoditas ekspor yang sangat menjanjikan. Pemeliharaan kopi dilakukan dengan pemangkasan untuk tujuan agar pohon tetap rendah sehingga mudah perawatannya, membentuk cabangcabang produksi yang baru, mempermudah masuknya cahaya, mempermudah pengendalian hama dan penyakit, agar unsur hara yang diberikan dapat tersalur kepada batang-batang yang lebih produktif dan supaya banyak menghasilkan buah. Dari proses pemangkasan ini dihasilkan banyak daun kopi yang berpotensi untuk dimanfaatkan. Pada penelitian sebelumnya, ditemukan bahwa pada daun kopi terdapat kandungan senyawa fenol dan kemungkinan salah satu senyawa fenol yang terkandung dalam daun kopi tersebut adalah asam klorogenat. Asam klorogenat mempunyai aktivitas sebagai antibakteri, antimutagenik, antitumor, antivirus, antikanker, analgesik, antipiretik, antiradang dan antijamur. Penelitian tentang penetapan kadar asam klorogenat menjadi penting untuk dilakukan guna mengetahui seberapa besar asam klorogenat yang terkandung dalam daun kopi. Pentingnya penelitian ini juga didukung oleh belum adanya publikasi mengenai penetapan kadar asam klorogenat pada daun kopi. Pada penelitian ini penetapan kadar asam klorogenat pada daun kopi menggunakan daun kopi robusta (Coffea canephora) karena perkebunan kopi di Indonesia dan khususnya di Jember, umumnya ditanami jenis kopi robusta dan metode yang digunakan adalah KLT Densitometri. Metode ini belum pernah dilakukan sebelumnya sehingga harus dilakukan validasi. Tahapan penelitian yang dilakukan adalah optimasi kondisi analisis, validasi metode analisis, serta penetapan kadar asam klorogenat dalam ekstrak daun kopi robusta tua dan muda. Kondisi analisis yang dioptimasi meliputi optimasi eluen, penentuan panjang gelombang maksimum dan optimasi konsentrasi uji. Tahapan validasi metode analisis meliputi uji linieritas, uji kepekaan (batas deteksi dan batas kuantitasi), uji selektivitas dan spesifisitas, uji presisi dan uji akurasi. Tahap yang terakhir adalah penetapan kadar asam klorogenat dalam ekstrak daun kopi robusta tua dan muda dengan metode KLT Densitometri yang sudah tervalidasi. Hasil penelitian menunjukkan bahwa kondisi optimum metode untuk analisis asam klorogenat dalam ekstrak daun kopi robusta dengan metode KLT Densitometri yaitu menggunakan pelarut metanol p.a; fase diam silika Gel 60 F254; fase gerak asam format : etil asetat : aquabidest (v/v/v) = 1:8:1,5 ; konsentrasi uji 50 ppm dan lempeng dianalisis dengan scanner Densitometri winCATS Camag menggunakan detektor UV-Vis pada panjang gelombang 335 nm serta dengan metode pengembangan menaik. Metode analisis asam klorogenat dalam ekstrak daun kopi robusta dengan metode KLT Densitometri dapat memberikan hasil analisis yang linier dengan koefisien korelasi (r) = 0,998; nilai Vxo = 2,60% dan nilai Xp = 16,99 ng; peka dengan nilai batas deteksi = 16,22 ng dan batas kuantitasi= 48,66 ng; selektiv karena mampu memisahkan senyawa asam klorogenat dengan senyawa lain yang ada dalam sampel dengan nilai Rs lebih dari 1,5 dan spesifik dengan nilai korelasi spektra pada uji kemurnian dan uji identitas lebih dari 0,99; presis dengan RSD uji presisi repeatibilitas = 0,99% dan RSD uji presisi antara = 1,75% dan akurat dengan mean recovery ± RSD = 99,72% ± 1,58%. Metode yang sudah tervalidasi, selanjutnya digunakan untuk penetapan kadar asam klorogenat pada daun kopi robusta tua dan muda. Berdasarkan hasil penelitian didapatkan kadar rata-rata asam klorogenat dalam ekstrak daun kopi robusta tua ± RSD sebesar 1,46%b/b ± 0,74% dan kadar rata-rata asam klorogenat dalam ekstrak daun kopi robusta muda ± RSD sebesar 1,04%b/b ± 1,29%. Dengan demikian, dapat disimpulkan bahwa metode KLT Densitometri yang sudah dikembangkan dapat digunakan untuk penetapan kadar asam klorogenat dalam ekstrak daun kopi robusta dengan hasil yang valid.",1,other,Kadar Asam Klorogenat; Ekstrak Daun Kopi Robusta; Coffea Canephora; Metode KLT Densitometri; Thesis,https://repository.unej.ac.id/handle/123456789/64671 
"Optimasi Komposisi Hidroksipropil Metilselulosa, Natrium Alginat Dan Natrium Karboksimetilselulosa Pada Tablet Propranolol Hidroklorida Sistem Mengapung Dan Lekat Mukosa","A combination floating and mucoadhesive drug delivery system of propranolol hydrochloride tablet has been developed to increase its bioavailability by increasing the retention time of the drug in the gastrointestinal tract. The aim of this study was to formulated, optimized, and obtained the optimal composition of Hidroxypropyl Methylcellulose (HPMC), Sodium Alginate and Sodium Carboxymethylcellulose (CMC Na) in control release tablets of Propranolol Hydrochloride combination floating and mucoadhesive system. The tablet were prepared by direct compression technique. Optimization was carried out using simplex lattice desaign (SLD). Tablets were evaluated for in-vitro buoyancy, swelling index and mucoadhesive studies. Invitro buoyancy and mucoadhesive is used as a parameter optimization on SLD model equation. HPMC, Sodium Alginat and CMC Na are dominant factor in increasing invitro buoyancy and mucoadhesive. Optimum proportion of HPMC (83,673), Sodium Alginat (46,327), CMC Na (30) are obtained based on the superimposed countour plot. Key word: Floating-mucoadhesive, Propranolol HCl, HPMC, Sodium Alginat and",1,other,Floating-mucoadhesive; Other,https://repository.unej.ac.id/handle/123456789/23363 
KETOKSIKAN AKUT KOMBINASI EKSTRAK DAUN JATI BELANDA (Guazuma ulmifolia Lmk.) DAN KELOPAK BUNGA ROSELLA (Hibiscus sabdariffa L.) DENGAN PARAMETER HISTOPATOLOGI ORGAN TIKUS PUTIH JANTAN GALUR WISTAR (Rattus norvegicus),"Uji toksisitas yang dilakukan dalam penelitian ini adalah uji toksisitas akut oral menggunakan metode OECD (Organization for Economic Cooperation and Development) 423 dengan dosis awal 2000 mg/kg BB dan dilakukan pengamatan selama 14 hari. Pengamatan dilakukan dengan menimbang berat badan hewan uji pada hari pertama dan terakhir penelitian (hari ke-14). Pada hari ke-14, hewan uji dikorbankan dan organnya diambil serta ditimbang. Kemudian organ tersebut difiksasi menggunakan buffered neutral formalin (BNF) 10% dan dilakukan pemeriksaan histopatologi organ. Analisis data yang digunakan untuk data berat badan dan berat organ hewan uji adalah uji-T tidak berpasangan. Sedangkan, hasil pemeriksaan histopatologi organ dianalisis secara deskriptif. Analisis data tersebut dilakukan pada hewan uji dosis tahap akhir yaitu dosis 5.000 mg/kg BB. Hasil penelitian telah menunjukkan bahwa tidak ada kematian hewan uji pada pemejanan awal dosis 2.000 mg/kg BB, pengulangan dosis 2.000 mg/kg BB, dan pada pemejanan dosis 5.000 mg/kg BB. Sehingga, dapat diketahui bahwa nilai LD50 kombinasi ekstrak etanol daun jati belanda dan ekstrak air kelopak bunga rosella adalah lebih dari 5.000 mg/kg BB. Hasil pengamatan perubahan berat badan hewan uji menunjukkan terjadinya peningkatan berat badan yang berbeda signifikan antara kelompok kontrol normal dengan perlakuan. Selain itu, analisis berat organ hewan uji menunjukkan adanya perbedaan bermakna pada berat organ ginjal hewan uji kelompok kontrol normal dan kelompok perlakuan. Berdasarkan hasil pemeriksaan histopatologi dapat diketahui bahwa kombinasi ekstrak etanol daun jati belanda dan ekstrak air kelopak bunga rosella dalam uji toksisitas akut pada hewan uji tikus putih jantan menimbulkan perubahan histopatologi pada organ ginjal, namun tidak menimbulkan perubahan histopatologi pada organ hati dan jantung. Perubahan histopatologi organ ginjal tersebut berupa hipertrofi glomerulus, kebocoran protein, vakuolisasi dan nekrosis epitel tubulus. Hal ini menunjukkan bahwa kombinasi ekstrak etanol daun jati belanda dan ekstrak air kelopak bunga rosella memiliki potensi nefrotoksik.",1,id,Ketoksikan Akut; Ekstrak Daun Jati Belanda (Guazuma ulmifolia Lmk.); Kelopak Bunga Rosella (Hibiscus sabdariffa L.); Parameter Histopatologi Organ Tikus Putih Jantan Galur Wistar (Rattus norvegicus); Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/76087 
Validasi Metode Penetapan Kadar Genistein Ekstrak Edamame (Gycine max L. Merrill) Terfermentasi Rhizopus oligosporus dengan Metode KLT-Densitometri,"Kanker payudara menjadi salah satu jenis kanker yang paling banyak menyerang wanita di negara berkembang, seperti halnya di Indonesia. Salah satu faktor risiko yang dapat menyebabkan terjadinya kanker payudara yaitu estrogen. Paparan estrogen yang tinggi berperan dalam meningkatkan angka kejadian kanker. Fitoestrogen merupakan senyawa turunan estradiol dari bahan alam seperti isoflavon yang dapat dijadikan sebagai senyawa antikanker. Salah satu senyawa isoflavon aglikon memiliki aktivitas sebagai antioksidan yang sangat kuat yaitu genistein. Tanaman yang memiliki kandungan isoflavon tertinggi adalah kedelai.",1,id,Validasi Metode Penetapan KadarGenistein Ekstrak Edamame (Glycine Max L. Merrill) Terfermentasi Rhizopus Oligosporus dengan Metode KLTDensitometri; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/87636 
PENGARUH PEMBERIAN EKSTRAK DAUN MIMBA (Azadirachta indica juss) TERHADAP LAJU ENDAP DARAH TIKUS WISTAR JANTAN YANG DIPAPAR Candida albicans,"Di bidang kedokteran gigi, penyakit infeksi yang sering dijumpai adalah kandidiasis rongga mulut. Penyakit ini disebabkan oleh adanya jamur Candida Albicans, yang sebenarnya merupakan flora normal dalam rongga mulut, namun dapat menjadi patogen bila daya tahan tubuh menurun. Salah satu tanaman obat yang dipercaya dapat meningkatkan imunitas adalah tanaman Mimba. Hal inilah yang melatarbelakangi peneliti untuk melakukan penelitian terhadap daun Mimba. Efektivitas mimba dapat dilihat berdasarkan nilai Laju Endap Darah (LED). Bila mimba efektif terhadap infeksi yang disebabkan oleh Candida albicans, maka peningkatan nilai LED karena infeksi dapat diturunkan. LED dipilih karena merupakan indikator non-spesifik yang dapat digunakan untuk mendiagnosis beberapa penyakit dengan spektrum yang luas. Tujuan dari penelitian ini adalah untuk mengetahui ada tidaknya penurunan nilai laju endap darah pada tikus wistar jantan yang dipapar dengan Candida Albicans yang kemudian diberi ekstrak daun mimba. Penelitian ini merupakan penelitian eksperimental laboratoris dengan rancangan penelitian The Post Test Only Control Group Design yang dilaksanakan pada bulan Juni 2008 sampai dengan Juli 2008 di Laboratorium Fisiologi dan Patologi Klinik Fakultas Kedokteran Gigi Universitas Jember. Sampel yang digunakan adalah tikus wistar jantan yang dibagi menjadi 3 kelompok; kelompok I, yaitu kelompok tikus yang tidak diberi perlakuan; kelompok II, yaitu tikus yang dipapar dengan Candida albicans; dan kelompok III, yaitu tikus yang diberi perlakuan dengan pemberian ekstrak daun mimba kemudian tikus diberi paparan dengan Candida albicans. Pada hari ke-22, tikus dikorbankan dan diambil darahnya untuk dilakukan pemeriksaan nilai LED. Data yang diperoleh dianalisa menggunakan uji analisis varians satu arah (oneway-ANOVA) dengan derajat kemaknaan 95% (P < 0,05), setelah itu dilanjutkan dengan uji LSD (Least Significant Difference Test). Hasil yang diperoleh dari penelitian ini adalah bahwa nilai LED yang tertinggi terdapat pada kelompok II dan terandah pada kelompok I. Hasil pada kelompok III, didapatkan nilai LED yang lebih rendah daripada kelompok II, namun masih lebih tinggi daripada nilai LED pada kelompok I. Hal ini dimungkinkan karena efek imunomodulator mimba secara tidak langsung membantu menurunkan nilai LED pada kelompok tersebut. Kandungan asam Gallic, epicatechin dan catechin, serta NB-II peptidoglikan diperkirakan memiliki potensi sebagai imunomodulator yang akan mengaktifkan mekanisme pertahanan tubuh dan meningkatkan respons perlawanan sistem tubuh terhadap antigen. Aktivitas tersebut akan memodulasi PMN, makrofag dan limfosit sehingga mempengaruhi aktivitas fagositosis. Dari pembahasan diatas dapat ditarik kesimpulan bahwa pemberian ekstrak daun mimba dapat menurunkan nilai laju endap darah.",1,other,Ekstrak Daun Mimba (Azadirachta Indica Juss); Other,https://repository.unej.ac.id/handle/123456789/13834 
"Penentuan Model Klasifikasi Dan Kandungan Fenolik Total Serbuk Daun Sirsak (Annona Muricata L.) Varietas Lokal Di Bangkalan, Jember Dan Batu Menggunakan Spektroskopi Nir Dan Kemometrika","Sirsak merupakan salah satu spesies yang penting dalam famili Annonaceae. Daun sirsak terbukti memiliki aktivitas antioksidan lebih tinggi dibanding dua spesies lain dalam famili Annnonaceae. Daun sirsak telah banyak digunakan secara tradisional untuk mengatasi masalah kesehatan di hampir seluruh belahan dunia. Kandungan fitokimia paling tinggi pada daun sirsak adalah senyawa fenolik yang berhubungan kuat dan berbanding lurus dengan aktivitas antioksidannya, oleh karena itu perlu dilakukan penentuan kandungan fenolik total pada daun sirsak. Kandungan fitokimia dipengaruhi oleh beberapa faktor seperti varietas dan ketinggian tempat tumbuh. Di Indonesia terdapat dua varietas sirsak yaitu varietas lokal dan varietas ratu, dan varietas lokal terbukti memiliki kandungan fenolik total paling tinggi. Penelitian untuk membedakan kandungan fenolik total daun sirsak yang hidup di tempat dengan perbedaan ketinggian belum pernah dilakukan, sedangkan di Indonesia kontur daratannya tidak rata yaitu terbagi atas dataran rendah, sedang, dan tinggi. Penentuan kandungan fenolik total pada penelitian ini bertujuan untuk mengetahui daun sirsak varietas lokal yang tumbuh di ketinggian mana yang lebih berpotensi sebagai sumber senyawa fenolik. Setelah diketahui wilayah ketinggian mana yang lebih berpotensi, maka dilakukan penentuan model klasifikasi. Sampel yang digunakan adalah serbuk daun sirsak varietas lokal di Kabupaten Bangkalan (dataran rendah), Kabupaten Jember (dataran sedang), dan Kabupaten Batu (dataran tinggi). Spektroskopi NIR merupakan metode yang dapat digunakan untuk membedakan daun sirsak berdasarkan ketinggian tempat tumbuhnya dan menetapkan kandungan senyawa fenolik. Data spektrum dari spektroskopi NIR sangat rumit dan tumpang tindih sehingga digunakan kemometrika secara kualitatif (LDA, SVM dan SIMCA) untuk membentuk model klasifikasi daun sirsak berdasarkan ketinggian tempat tumbuhnya dan secara kuantitatif (PLS, PCR dan SVR) untuk mengetahui kandungan fenolik total daun sirsak yang tumbuh di ketinggian yang berbeda. Model kemometrika (klasifikasi dan kalibrasi) yang telah terpilih divalidasi menggunakan metode validasi silang yaitu Leave One Out Cross Validation (LOOCV) dan Two Fold Cross Validation (2FCV). Hasil kandungan senyawa fenolik total serbuk daun sirsak varietas lokal dari metode pembanding yaitu kolorimetri (menggunakan spektrofotometer UVVis) menunjukkan bahwa kandungan fenolik total sampel di Kabupaten Jember adalah yang paling tinggi dengan rata-rata kandungan fenolik total sebesar 5,72% b/b GAE, sedangkan rata-rata kandungan fenolik total serbuk daun sirsak di Kabupaten Bangkalan hanya sebesar 2,95% b/b GAE dan di Batu hanya sebesar 1,78% b/b GAE.",1,id,Serbuk Daun Sirsak; Kandungan Fenolik; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/90369 
