judul,abstrak,fakultas,bahasa,keywords,link
INTERLANGUAGE PRAGMATICS: DIFFERENCES OF ENGLISH REQUEST STRATEGIES BETWEEN HIGH PROFICIENCY AND LOW PROFICIENCY STUDENTS OF ACADEMIC YEAR 2012 OF ENGLISH DEPARTMENT FACULTY OF HUMANITIES UNIVERSITY OF JEMBER,"This study is focused on the differences of request strategies performed in English between two different groups of students of academic year 2012 in English Department Faculty of Humanities University of Jember. The groups consist of students with high proficiency and students with low proficiency. The purpose of this study is to find out how both groups of students differ in their strategies and what causes such differences. Furthermore, this study is also meant to figure out the role of proficiency in the students’ way of performing requests speech acts in English. The type of research used in the making of this study is mostly qualitative research though some aspects may look quantitative. To gather the data, this study uses survey research as the research strategy. The methods used to analyze the data are through purposive sampling to filter the data and describe focused group interviews transcription. The data transcription is collected from two different time and place for each group interview. Moreover, purposive sampling works well in finding wide variation or the focus of the data. The results of this study reveal that both high and low proficiency students are still under the influence of their first language. In fact, this influence does not disappear even when they are exposed with artificial English environment for a long time. However, they also have differences in the complexity of their strategies. High proficiency students tend to perform lengthy strategies while low proficiency students tend to perform simple strategies. Students also perform various responses on each situation by using direct requests, conventionally indirect requests and nonconventionally indirect requests. Based on the findings, they tend to use Reference to Preparatory Conditions as their request strategies. Although all of them are exposed only by artificial English environment, they do not share equal understanding and application of their target language. Their inequality is caused by some aspects such as lack of confidence or range of vocabularies. Thus, it shows that by being exposed with the same environment does not necessarily share similar results to the students’ success of achieving their target language. This also requires other factors such as proficiency and personal confidence.",8,id,HIGH PROFICIENCY AND LOW PROFICIENCY; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/78937 
PENGARUH BAROTRAUMA AURIS TERHADAP GANGGUAN PENDENGARAN  ADA NELAYAN PENYELAM DI KECAMATAN PUGER  KABUPATEN JEMBER,"Telah dilakukan suatu ""Observational study"" untuk mengetahui jenis ketulian dan tingkat ketulian pada nelayan penyelam di Kecamatan Puger, Kabupaten Jember pada bulan September 2006. Tujuannya untuk memperoleh gambaran gangguan pendengaran pada nelayan penyelam tradisional di Kecamatan Puger. Materi dan metode: sampel adalah nelayan penyelam yang tergabung dalam Forum Komunikasi Nelayan (FKN), laki-laki, berumur 15-40 tahun, aktif menyelam lebih dari 3 tahun, kedalaman lebih dari 1.5 meter, frekuensi menyelam minimal 3 kali per minggu. Gangguan pendengaran diukur dengan Audiotimpanometer. Hasil: Kami menemukan diantara 16 penyelam, kelainan pendengaran sebanyak 11 penyelam (68,9 %), sedangkan 5 penyelam (31,1 %) memiliki pendengaran normal, Penyelam dengan gangguan tuli konduksi dengan pembedaan telinga kanan dan kiri, tuli konduksi telinga kanan 0% sedangkan telinga kiri 1 penyelam (6.25%), tuli sensorineural telinga kanan 7 penyelam (43.75%) sedangkan telinga kiri 4 penyelam (25%), tuli campuran telinga kanan 1 penyelam (6.25%) sedangkan telinga kiri 2 penyelam (12.5%). Pada pemeriksaan tingkat ketulian berdasarkan pembagian telinga kanan dan kiri didapatkan hasil: Telinga kanan, 8 penyelam normal (50%), 4 penyelam SNHL ringan (25%), 3 penyelam SNHL ringan-sedang dan sisanya 1 penyelam (6.25%) tuli campuran sedang-berat. Telinga kiri, 9 penyelam normal (56.25%), 2 penyelam masing-masing SNHL ringan dan ringan-sedang (12.5%), sedangkan 1 penyelam masing-masing untuk tuli campuran tingkat sedang dan sedang-berat serta tuli konduksi (6.25%). Pada pemeriksaan otoskop untuk melihat membran timpani didapatkan 10 penyelam dengan membran timpani intak (62.5%), perforasi 3 penyelam (18.75%) dan restricted 3 penyelam (18.75%) dengan prosentase yang sama untuk telinga kanan dan kiri. Kesimpulan yang didapat dari hasil analisis data dan pembahasan adalah adanya pengaruh barotrauma auris terhadap gangguan pendengaran pada nelayan penyelam di Kecamatan Puger Kabupaten Jember.",8,other,BAROTRAUMA AURIS; Other,https://repository.unej.ac.id/handle/123456789/13805 
TINDAK TUTUR ILOKUSI DAN PERLOKUSI DALAM WACANA IKLAN PRODUK PT. UNILEVER INDONESIA  DI TELEVISI,"Iklanmerupakan suatu kegiatan penawaran kepada suatu kelompok masyarakat yang disampaikan secara lisan atau tulis tentang suatu produk,  jasa, ide, atau gagasan. Pada dasarnya iklan bersifat membujuk pemirsa dengantujuan menimbulkan hasrat untuk membeli. Banyaknya iklan produk yang ditayangkan memberikan pesan pada khalayak umum, bahwasannya iklan memiliki tujuan untuk memperkenalkan suatu produk. Pilihan kata yang dituturkan para bintang iklan pada isi iklan dapat mempengaruhi khalayak umum. Iklan memiliki keterkaitan dengan kajian tindak tutur sebagai peristiwa berbahasa dalam berkomunikasi antar masyarakat. Tindak tutur sebagai wujud peristiwa komunikasi mempunyai fungsi, mengandung maksud, dan tujuantertentu, sertadapat menimbulkan pengaruh pada mitratutur. Permasalahan yang dikaji dalam penelitian ini adalah: jenis tindak tutur ilokusi, fungsi tindak tutur perlokusi yang terdapat dalam wacana iklan produk Unilever dan tanggapan penonton terhadap iklan Unilever di televisi. Pendekatan yang digunakan yaitu pendekatan kualitatif. Pengambilan sampel dalam penelitian ini dibedakanatas jenis tindak ilokusi, fungsi tindak tutur perlokusi  dan tanggapan penontonterhadap iklan dari produk Unilever. Informan untuk tanggapan mengenai iklan berupa orang-orang yang pernah menyaksikan iklan produk Unilever di televisi.  Jumlah produk Unilever yang diteliti sebanyak 28data, dan jumlah informan sebanyak 8 orang. Lokasi wawancara dilakukan di Banyuwangi.  Peneliti menggunakan metode penelitian yang meliputi tiga tahap, yaitu  (1) tahap penyediaan data; (2) tahap analisis data; dan (3) tahap penyajian hasil analisis data. Metode penyediaan data yang digunakan adalah metode simak yang menggunakan metode simak bebas libat cakap (SBLC), kemudian untuk informan menggunakan metode cakap dan teknik catat.  Dalam menganalisis data, peneliti memilah antara tindak tutur ilokusi dan tindak tutur perlokusinya  dilihat dari konteksnya. Selain itu, untuk mendeskripsikan permasalah, pertama, kedua, dan ketiga,  peneliti menggunakan analisis penelitian deskriptif.  Metode penyajian hasil analisis data yang digunakan yaitu metode penyajian informal. Dari lima jenis tindak tutur ilokusi yakni,  asertif, direktif, komisif, ekspresif, dan deklaratif, pada iklan produk Unileverditemukan empat jenis tindak tutur, yakni aserif,  direktif, komisif dan ekspresif. Dari lima jenis tindak tutur ilokusi asertif yakni menyatakan, membanggakan, mengusulkan, melaporkan, dan menuntut, yang ditemukan adalah membanggakan, dan menyatakan. Tindak tutur jenis direktif yang ditemukan yakni memerintah, yang tidak ditemukan yakni meminta, memesan, dan memohon. Tindak tutur komisif yang ditemukan yakni menawarkan, sedangkan tindak tutur jenis ekspresif yang ditemukan yakni memuji. Dari empat fungsi tindak tutur perlokusi yakni, representatif, direktif, ekspresif, dan komisif, pada iklan produk Unilever ditemukan dua fungsi tindak tutur perlokusi, yakni representatif dan direktif. Dari fungsi tindak tutur perlokusi representatif yang ditemukan adalah menyatakan, menunjukkan, dan menyebutkan. Fungsi tindak tutur perlokusi direktif yang ditemukan adalah mengajak dan menyarankan. Dari tanggapan penonton terhadap iklan produk Unilever sebagian besar responden menyatakan bahwa iklan produk Unilever termasuk iklan yang menarik, karena terdapat unsur kreatif dan unik. Namun, ada juga beberapa responden yang menyatakan bahwa iklannya ada yang membingungkan. Pesan yang disampaikan dalam iklan sudah menggambarkan tentang kemampuan atau kelebihan produk.  Selain sebagai cara untuk promosi produknya, Unilever juga membungkus visualisasi iklan dengan menampilkan realitas sosial dilengkapi dengan unsur mendidik dan menghibur.",8,other,TUTUR ILOKUSI DAN PERLOKUSI; Other,https://repository.unej.ac.id/handle/123456789/22832 
A COMPARATIVE STUDY ON AMANDA AND MAURYA AS WIDOWS IN THE GLASS MENAGERIE AND RIDERS TO THE SEA,"The Glass Menagerie by Tennessee Williams and Riders to the Sea by John Millington Synge tell about Amanda and Maurya as widows that have conflict with their children. Amanda Wingfield as a widow has two children, Tom and Laura. Laura is a crippled girl and Amanda wants Laura to be an attractive girl and successful in career for the future in her life. Unfortunately, Laura does not obey her mother’s instruction that makes Amanda disappointed. Meanwhile, in Riders to the Sea, Maurya has lost her beloved husband and sons in the sea. Bartley is her sixth son who also will ride to sea like his father, grandfather, and brothers. He insists on his decision to Maurya, but she cannot prevent his desire, riding to the sea. Finally, Barley gets an accident before going to the sea and he dies. The method in this thesis is conducted by using inductive method; it means the analysis goes from particular idea to the general idea. In arranging this thesis, the researcher conducts a library research and internet browsing. The theory used in this thesis is taken from Theory Human Motivation of Needs by Abraham Harold Maslow. The thesis discusses the motivation of Amanda’s and Maurya’s needs as widows that build the conflict among their children. The result of this discussion is to get the understanding about the motivation of needs of the women who become widows.",8,other,A Comparative Study; Other,https://repository.unej.ac.id/handle/123456789/1595 
"BANJIR DI LAMONGAN TAHUN 1966 -1994 : STUDI HISTORIS TENTANG SEBAB-SEBAB, DAMPAK  DAN PENGENDALIANNYA","Rentannya Lamongan terhadap banjir terkait dengan fakta topografis. Sebagian Kabupaten Lamongan adalah daerah rawa-rawa yang memiliki ketinggian lebih rendah dari rata-rata permukaan air laut. Wilayah ini mirip dengan wilayah Jakarta yang sering menjadi langganan banjir. Wilayah Jakarta secara topografis juga merupakan dataran pantai yang rendah, bahkan sekitar 40 persen dari wilayah Jakarta lebih rendah daripada muka laut dan sebagian besar berbentuk rawa. Oleh karena itu, bisa disimpulkan bahwa banjir di Lamongan dan Jakarta dapat dikatakan sebagai  “banjir kiriman”. Faktor penyebab lain banjir di Jakarta adalah pemukiman di bantaran sungai dan kebiasaan masyarakat membuang sampah di sembarang tempat. Kedua faktor ini bukan merupakan sebab utama dalam bencana banjir yang sering di Lamongan. Banjir yang terjadi di Lamongan juga disebabkan oleh beberapa hal yang saling terkait. Penyebab-penyebab tersebut adalah terjadinya perubahan lingkungan di sepanjang kawasan Daerah Aliran Sungai (DAS) Bengawan Solo akibat bertambahnya jumlah penduduk, perluasan pemukiman, dan area pertanian sehingga mengurangi vegetasi hutan yang berfungsi mengatur tatanan hidrologis. Perubahan tersebut juga meningkatkan erosi dan sedementasi di DAS Bengawan Solo, sehingga menjadi dangkal dan berkurang volume tampungnya. Banjir juga terkait dengan tingginya curah hujan yang menyebabkan meluapnya Sungai Bengawan Solo dan ketidakmampuan Waduk Gajah Mungkur di Wonogiri dalam menampung air. Besar dan kuatnya arus air sering menjebol tanggul atau tangkis sehingga air menerjang ke wilayah sekitar. Apalagi, banyak anak sungai yang mengalirkan airnya ke sungai Bengawan Solo. Upaya pengendalian banjir di Lamongan bisa dinilai kurang efektif. Buktinya berbagai upaya yang telah dilakukan oleh pemerintah belum bisa mengendalikan banjir secara tuntas. Banjir masih sering melanda wilayah Lamongan. Berbagai upaya mencegah kerusakan dan konversi lingkungan ke fungsi non-ekologis di sepanjang DAS Bengawan Solo kurang berhasil akibat tekanan penduduk yang meningkat.",8,other,BANJIR DI LAMONGAN; Other,https://repository.unej.ac.id/handle/123456789/15645 
A TRANSFORMATION INTO NEW AMERICAN WOMEN IN THE ERA OF 1880S THROUGH CATHERINE ANDERSON’S KEEGAN’S LADY AND INDIGO BLUE,"The analysis of this thesis will be focused on the transformation of American women in the era of 1880s as reflected through the novels of Indigo Blue and Keegan’s Lady. Indigo Blue and Keegan’s Lady are two novels of American women in the era of 1880s. The two protagonists have to endure all the hardship because of the gender discrimination towards women in their patriarchal society. Later, they are married to men from modern society and change their way of life. There are three problems to discuss in this thesis. The first one is the traditional perception of the patriarchal society in 1880s which is reflected in Keegan’s Lady and Indigo Blue. The second one is the new perception of the modern society in 1880s about American women represented through the main male characters in Keegan’s Lady and Indigo Blue. Finally, the last one is the transformation into new American women in the era of 1880s as reflected through the main female characters in the novels. The sociological approach is used in analyzing the thesis. It is used to analyze the relation between the literary works and the reality of American women in the era of 1880s. The theory of liberal feminism by Mary Wollstonecraft is also used to analyze the problems. The research is a qualitative description and it uses the inductive method. The events that are shown through the literary works are used to show the reflection of American women in 1880s. The old perception of patriarchal society, that had made American women suffered a lot because of gender discrimination, faced the new perception of modern society, which respected women more. The change and the new perception which were brought by modern society had become the cause of the transformation. Those people had given American women a new vision so that they were able to let go of their old perception of the patriarchal society which was full of gender discrimination. The desire to be equal and all of these influence and effort which were done to change their way of thinking made American women adopted the new perception and change into the new American women. The transformation of American women had given women a chance to gain their freedom, equality and rights. They were able to accept who they were and became better individuals.",8,other,American women; Other,https://repository.unej.ac.id/handle/123456789/5140 
CAMPUR KODE BAHASA INGGRIS DAN ITALIA TERHADAP  BAHASA INDONESIA DI TABLOID BOLA: TINJAUAN  SOSIOLINGUISTIK,"Tabloid merupakan salah satu bentuk media cetak. Maksudnya, bahwa tabloid adalah media cetak  yang memuat berbagai macam berita  yang khusus, seperti berita politik,  ekonomi,  gaya  hidup,  dan  olah  raga.  Salah  satu  contoh  tabloid  yang  dipakai sebagai objek dalam penelitian ini adalah tabloid BOLA. Pemakaian bahasa di tabloid BOLA sering mencampurkan kata-kata dalam bahasa asing, seperti bahasa Inggris dan bahasa  Italia,  sehingga  diperlukan  pemahaman  tentang  campur  kode  untuk memahami pemakaian bahasa asing di tabloid  BOLA. Tujuan penelitian ini  yaitu: 1) mendeskripsikan  wujud  campur  kode  bahasa  Inggris  dan  Italia  terhadap  bahasa Indonesia  dalam  tabloid  BOLA,  2)  mendeskripsikan  persepsi  yang  timbul  di masyarakat  terkait  penyebab  terjadinya  campur  kode  bahasa  Inggris  dan  Italia  di tabloid  BOLA,  3)  mendeskripsikan  pengaruh  yang  ditimbulkan  dari  pemakaian bahasa  Inggris  dan  Italia  di  tabloid  BOLA  dalam    kaitannya  dengan  campur  kode terhadap masyarakat pemakai bahasa. Metode  yang  digunakan  dalam  penelitian  ini  adalah  metode  deskripsi kualitatif.  Metode  deskriptif  ini  secara  umum  dimanfaatkan  untuk  memperoleh  data yang  berupa  tulisan  yang  merupakan  bentuk  pemakaian  bahasa  Inggris  dan  Italia dalam  hubungannya  dengan  campur  kode  terhadap  bahasa  Indonesia  di  tabloid BOLA.  Di  samping  itu,  untuk  mendapatkan  deskripsi  secara  objektif,  penelitian  ini menggunakan teknik analisis dalam pengolahan datanya. Dalam penelitian khususnya bahasa,  terdapat  tahapan  strategis  yang  digunakan  dalam  penelitian  ini,  yaitu:  1) metode  penyediaan  data,  2)  metode  analisis  data,  dan  3)  metode  penyajian  hasil analisis data. Metode  yang  digunakan  dalam  tahap  penyediaan  data,  antara  lain menggunakan  metode  dokumentasi,  dilanjutkan  dua  metode  yang  dapat  digunakan dalam tahap penyediaan  data,  yaitu metode simak dan metode cakap. Metode simak adalah metode yang dilakukan oleh peneliti dengan menyimak penggunaan bahasa di lapangan, yaitu menyimak pemakaian campur kode bahasa Inggris dan Italia terhadap bahasa  Indonesia  pada  penulisan  berita  di  tabloid  BOLA.  Sedangkan,  untuk memperoleh  data  berupa  persepsi  yang  timbul  di  masyarakat  terkait  penyebab terjadinya campur kode dan pengaruh yang ditimbulkan dari pemakaian campur kode terhadap masyarakat, peneliti menggunakan metode cakap sebagai tahap penyediaan data. Teknik selanjutnya adalah teknik catat. Untuk metode simak, teknik selanjutnya yang digunakan peneliti yaitu teknik simak bebas libat cakap (SBLC). Campur kode bahasa  Inggris  dan  bahasa  Italia  terhadap  bahasa  Indonesia  yang  diambil  dari  data- data  di  tabloid  BOLA  dianalisis  menggunakan  tinjauan  sosiolinguistik.  Bahasa  asing yang dianalisis adalah bahasa Inggris dan bahasa Italia. Hasil yang diperoleh dari analisis data menunjukkan bahwa peristiwa campur kode  bahasa  Inggris  dan  Italia  terhadap  bahasa  Indonesia  di  tabloid  BOLA  banyak terdapat  pada  isi  pemberitaan.  Peristiwa  campur  kode  bahasa  Inggris  dan  Italia terhadap  bahasa  Indonesia  di  tabloid  BOLA  ada  yang  berbentuk  kata,  frase,  klausa, istilah,  dan  idiom.  Penulisan  berita  di  tabloid  BOLA  mencampur-adukkan  bahasa Indonesia dengan bahasa  Inggris dan bahasa  Indonesia dengan bahasa  Italia. Bahasa Inggris  dan  bahasa  Italia  yang  banyak  terdapat  di  tabloid  BOLA  dianalisis  juga dengan  menggunakan  label  dasar  gramatika,  ini  dilakukan  untuk  menentukan  kelas kata bahasa asing. Hasil-hasil lain yang diperoleh dari analisis bahasa asing di tabloid BOLA  antara  lain,  persepsi  yang  timbul  di  masyarakat  terkait  penyebab  terjadinya campur  kode  bahasa  Inggris  dan  Italia  di  tabloid  BOLA,  yaitu  bahasa  asing  lebih populer,  lebih  ringkas,  kekayaan  kosakata  penulis,  menambah  keindahan,  lebih bergengsi,  dan  lebih  santai,  di  samping  itu  juga  ditemukan  pengaruh  yang ditimbulkan  dari  peristiwa  campur  kode  bahasa  Inggris  dan  Italia  terhadap  bahasa Indonesia di tabloid BOLA terhadap masyarakat, yaitu pengaruh negatif dan positif.",8,other,"CAMPUR KODE BAHASA, TABLOID; Other",https://repository.unej.ac.id/handle/123456789/1565 
DAMPAK KRISIS MONETER TERHADAP PERKEMBANGAN INDUSTRI KERAJINAN BORDIR DI KECAMATAN BANGIL KABUPATEN PASURUAN TAHUN 1997-2005,"Krisis 1997 membuka kesadaran akan pentingnya peranan ekonomi kerakyatan yang tahan terhadap goncangan krisis. Salah satunya yaitu industri kecil kerajinan bordir di Kecamatan Bangil Kabupaten Pasuruan. Di tengah badai krisis 1997 industri ini mampu bertahan, bahkan tumbuh dan berkembang. Kegiatan Kerajinan bordir ini telah ada sejak dulu dan merupakan warisan budaya turun-temurun. Tumbuh dan berkembanganya industri kerajinan ini didukung oleh letak geografis Kecamatan Bangil yang strategis, pada jalur jalan raya Jember – Surabaya serta adanya jalan simpang berupa jalan raya yang menghubungkan Bangil dengan Pandaan - Malang dan jalur perlintasan kereta api Surabaya – Malang atau sebaliknya. Keberadaan kerajinan bordir merupakan lahan pekerjaan baru bagi pengangguran setelah krisis, ketika banyak pabrik bangkrut dan melakukan pemutusan hubungan kerja (PHK) terhadap karyawannya. Industri kerajinan ini memberikan peningkatan perekonomian bagi masyarakat di Kecamatan Bangil. Selain itu keberadaan dan perkembangan industri kerajinan bordir menyebabkan pergeseran motif ekonomi. Bidang agraris yang banyak ditekuni masyarakat Bangil mulai bergeser ke bidang non agraris. Pergeseran ini berdampak pada tatanan sosial masyarakat Bangil, standar hidup yang berdasar tanah di ganti dengan modal. Semakin meningkatnya kesejahteraan ekonomi membawa perubahan pada bidang pendidikan, interaksi sosial dan lebih konsumerisme.",8,other,"Krisis, Pergeseran ekonomi, Kerajinan bordir; Other",https://repository.unej.ac.id/handle/123456789/21490 
IMPROVING THE FOURTH GRADE STUDENTS’ VOCABULARY ACHIEVEMENT AND ACTIVE PARTICIPATION BY USING ENGLISH CHILDREN SONGS AT SD MUHAMMADIYAH 01 KENCONG IN THE 2012/2013 ACADEMIC YEAR,IMPROVING THE FOURTH GRADE STUDENTS’ VOCABULARY ACHIEVEMENT AND ACTIVE PARTICIPATION BY USING ENGLISH CHILDREN SONGS AT SD MUHAMMADIYAH 01 KENCONG IN THE 2012/2013 ACADEMIC YEAR,8,other,IMPROVING THE FOURTH GRADE STUDENTS; Other,https://repository.unej.ac.id/handle/123456789/16350 
KAJIAN PSIKOLOGI KEPRIBADIAN HUMANISTIK NOVEL JALAN MENUJU CINTA-MU KARYA RHEIN FATHIA,"Judul menunjukkan Tuhan sebagai objek yang dikemukakan dalam suatu cerita, yaitu alam sebagai simbol jalanTuhan bagi kehidupan manusia, ketaatan shalat adalah jalan menuju surga-Nya, dan Tuhan mencintai orang-orang yang sabar. Tema mayor adalah akibat perceraian kedua orang tua terhadap buah hatinya, dan tema minor adalah pengorbanan seorang anak atas kebahagiaan orang tua dan keharmonisan dalam sebuah keluarga. Tokoh utama adalah Ella yang mempunyai watak bulat atau round character. Tokoh tambahan yang kehadirannya membuat kisah hidup tokoh utama semakin menarik dalam novel ini adalah Maya, Rama, Hari, Edi, Papa dan Mama Ella, Tante Rina, Tante Evi, Mbok Iyem. Tokoh yang memiliki watak bulat atau round character selain Ella adalah Hari dan Edi. Tokoh yang memilki watak datar adalah Maya, Rama, Papa dan Mama Ella, Tante Rina, Tante Evi, dan Mbok Iyem. Latar dalam novel ini terdiri dari latar tempat, latar waktu, dan latar sosial. Latar tempat meliputi: kelas, teras belakang rumah, dapur, dan kantin sekolah. Latar waktu yang digunakan yaitu pagi, sore, dan malam hari. Latar sosial meliputi status sosial dan sosial budaya. Latar sosial tertuju pada tokoh Mbok Iyem yang status sosialnya tergolong menengah ke bawah dan terdapat sosial budaya pada bahasa yang digunakan Mbok Iyem masih berdialek Jawa. Konflik dalam novel ini yaitu konflik fisik dan konflik batin. Konflik fisik antara manusia dengan manusia yang satu dengan yang lain terjadi pada Ella dengan Hari, Ella dengan Edi, dan Rama dengan Hari. Konflik batin antara seseorang dengan kata hatinya terjadi pada Ella yang ragu saat pada pilihannya jika setelah sidang pengambilalih hak asuh anak. Analisis pragmatik novel Jalan Menuju Cinta-Mu karya Rhein Fathia dapat di tarik kesimpulan dari lima tingkat kebutuhan manusia yaitu kebutuhan dasar fisiologis Kebutuhan Rasa Aman Kebutuhan Cinta dan Rasa Memiliki Kebutuhan Rasa Harga Diri Kebutuhan akan Aktualisasi Diri mengembangkan potensi yang ada pada dirinya, kemampuan mengembangkan potensi dan cara berpikir mampu membuatnya sukses. Dari analisis pragmatik psikologi kepribadian humanistik diperoleh manfaat berupa struktur kepribadian seseorang selamanya tidak berjalan sesuai dengan apa yang diharapkan. Adakalanya dalam struktur kepribadian tersebut yang menyimpang dan tidak sesuai dengan norma-norma dalam kehidupan masyarakat. Tujuan dari analisis ini adalah untuk memenuhi keperluan dan keinginan manusia yang pokok. Sebaliknya jika kelima tingkat kebutuhan ini bertentangan satu sama lain, maka orang yang bersangkutan disebut seseorang yang tidak dapat menyesuaikan diri serta ia tidak merasa puas dengan dirinya sendiri dan dengan dunia",8,other,NOVEL JALAN MENUJU CINTA-MU; Other,https://repository.unej.ac.id/handle/123456789/22936 
