judul,abstrak,fakultas,bahasa,keywords,link
PERBEDAAN TINGKAT KEMANDIRIAN ACTIVITY OF  DAILY LIVING (ADL) PADA LANSIA YANG MENGIKUTI   DAN TIDAK MENGIKUTI POSYANDU DI WILAYAH  KERJA PUSKESMAS SUMBERSARI   KABUPATEN JEMBER,"Activity of Daily Living (ADL) adalah suatu bentuk pengukuran kemampuan seseorang  untuk  melakukan  ADL  secara  mandiri,  yang  meliputi  mandi,  makan, toileting,  kontinen,  berpakaian,  dan  berpindah.  Sesuai  dengan  konsep  proses menua, bahwa terjadinya proses penuaan pada lansia merupakan siklus kehidupan yang ditandai dengan penurunan fungsi dan kemunduran fisik dapat menyebabkan lansia menjadi tergantung pada orang lain, termasuk dalam memenuhi kebutuhan ADL.nya. Timbulnya ketergantungan dalam melakukan ADL pada lansia dapat disebabkan  oleh  beberapa  penyebab  seperti  umur,  kesehatan  fisiologis,  fungsi kognitif,  fungsi  psikososial,status  mental,  ritme  biologi,  tingkat  stress,  dan pelayanan  kesehatan.  Tujuan  umum  dalam  penelitian  ini  adalah  mengetahui perbedaan tingkat kemandirian Activity of Daily Living (ADL) pada lansia yang mengikuti dan tidak mengikuti posyandu di Wilayah Kerja Puskesmas Sumbersari Kabupaten Jember, sedangkan tujuan khususnya adalah mengetahui karakteristik lansia, mengetahui tingkat kemandirian activity of daily living pada lansia yang mengikuti dan tidak mengikuti posyandu, mengetahui distribusi lansia aktif pada kelompok  yang  mengikuti  posyandu,  dan  menganalisis  perbedaan  tingkat kemandirian  activity  of  daily  living  pada  lansia  yang  mengikuti  dan  tidak mengikuti posyandu di Wilayah Kerja Puskesmas Sumbersari Kabupaten Jember. Penelitian  ini  merupakan  deskriptif  perbandingan  yang  membandingan antara  lansia  yang  mengikuti  dan  lansia  yang  tidak  mengikuti  posyandu,  dan menggunakan metode observasional analitik dengan pendekatan cross sectional. Populasi pada penelitian ini adalah seluruh lansia di lingkungan posyandu yang berada di Kelurahan Tegal Gede Kabupaten Jember yang sesuai dengan kriteria inklusi yang telah ditetapkan.  Pengambilan  sampel  pada  penelitian  ini  dengan  meggunakan  purposive quota sampling. Total responden yang digunakan sebanyak 50 responden dengan 25  orang  lansia  mengikuti  posyandu  dan  25  orang  lansia  tidak  mengikuti posyandu. Berdasarkan hasil penelitian ini diperoleh data bahwa sebagian besar responden  yang  mengikuti  posyandu  lansia  dapat  melakukan  activity  of  daily living  secara  mandiri,  yaitu  sebanyak  16  orang  (64%)    dan  9  orang  (36%) tergantung paling ringan. Sedangkan pada lansia yang tidak mengikuti posyandu didapatkan  11  orang  (44%)  dapat  melakukan  activity  of  daily  living  secara mandiri, 3 orang (12%) tergantung paling ringan, 2 orang (8%) tergantung ringan, 3 orang (12%) tergantung sedang, 3 orang (12%) tergantung berat, 3 orang (12%) tergantung paling berat, dan tidak ditemukan lansia dengan tergantung total. Perhitungan uji statistik dengan chi square didapatkan nilai p = 0,001 yang berarti  Ho  ditolak.  Kesimpulan  penelitian  ada  perbedaan  tingkat  kemandirian activity of daily living  (ADL)  pada  lansia  yang  mengikuti  dan  tidak  mengikuti posyandu  di  Wilayah  Kerja  Puskesmas  Sumbersari  Kabupaten  Jember.  Adanya perbedaan tersebut, maka seharusnya pihak terkait yaitu Puskesmas Sumbersari terlebih  dahulu  melakukan  upaya  pendekatan  kepada  keluarga  untuk meningkatkan  kesadaran  lansia,  sehingga  nantinya  lansia  dapat  memanfaatkan posyandu.  Pendekatan  tersebut  dapat  dilakukan  dengan  menambah  frekuensi penyuluhan sebagai bentuk pemberdayaan kepada kelompok lansia, dengan cara membuat  jadwal  penyuluhan  yang  berbeda  setiap  bulan.  Cara  yang  lain  yang digunakan  pihak  puskesmas  adalah  dengan  meningkatkan  kualitas  pelayanan kesehatan dengan melengkapi fasilitas sarana pelayanan seperti obat, peralatan, dan pelayanan kesehatan di posyandu lansia.",16,other,"dependency, Activity of Daily Living,  eldest group; Other",https://repository.unej.ac.id/handle/123456789/1560 
HUBUNGAN KEBIASAAN MEROKOK  ANGGOTA KELUARGA DENGAN KEJADIAN INFEKSI SALURAN PERNAPASAN   AKUT PADA BALITA DI PUSKESMAS AJUNG  KABUPATEN JEMBER,"The background of this study is the high infant mortality caused by the incidence of acute respiratory tract infections due to lack of knowledge about the health of young children families. Smoking habits of family members is one factor that can aggravate Acute Respiratory illnesses experienced by children. The purpose of this study was to determine the relationship of smoking habits of family members with the incidence of acute respiratory infections in infants. The target of this research is to identify relation among habit smoke family member with occurence of acute bronchi infection at infants, identifying characteristic of infants with disease of ISPA at infants, identifying characteristic occurence of related ISPA of behavior and infants smoke in family among group control and case group, identifying opportunity/risk the happening of ISPA at infants. The design is case control study with a group of cases and controls. The sample in this study were 44 children. The results indicate a weak relationship between smoking habits of family members with the incidence of acute respiratory infections in infants and the obtained value of p = 0.035.",16,other,"Smoking habit, Respiratory, Smoke Exposure, Toddlers; Other",https://repository.unej.ac.id/handle/123456789/7697 
Pengaruh Metode ABA (Applied Behaviour Analysis): Kemampuan Bersosialisasi terhadap Kemampuan Interaksi Sosial Anak Autis di SLB TPA (Taman Pendidikan dan Asuhan) Kabupaten Jember,"Autism is a complex development disorder attributed with communication, social interaction, and imagination activity. A problem on growth and development process would obstacles on the next growth and development process. One of the obstacles was social interaction disorder. Disturbance of social interaction on autism could affect learning and behaviour aspects. Applied behaviour analysis methods, particularly social ability could help them learning basic social ability such as attention, maintaining eye contact, and control behaviour problems. The basic of this method was to use behavioral theory approach, in the early stages emphasis on compliance, skill in imitating the child, and establish eye contact. Children with autism practiced communication, speech, language, and social interaction. The study aims to analyze the influence of applied behaviour analysis method: social ability on autism children’s social interaction ability. The study used pre experimental design with one group pretest posttest approach. The sample was 15 children, with using total sampling. Data was analyzed with Wilcoxon Match Pair Test. The result showed that P value was 0,008 (0,008 < α=0,05), so it is concluded that there was an influence of applied behaviour analysis method: social ability on autism children’s social interaction ability in SLB TPA, Jember Regency. Based on the result, it is suggested for the family with an autism child to give applied behaviour analysis method: social ability to exercise the autism children’s social interaction ability",16,other,Social Ability; Other,https://repository.unej.ac.id/handle/123456789/23313 
PERBEDAAN MOTIVASI SISWA USIA 6-12 TAHUN DALAM UPAYA PENCEGAHAN TUBERKULOSIS PARU DI DAERAH PREVALENSI TINGGI DAN PREVALENSI RENDAH DI KABUPATEN JEMBER,"Sustainable Development Goals (SDGs) dirumuskan sebagai pengganti Millenium Development Goals (MDGs) (Kenny, 2015). Salah satu target dalam tujuan tersebut adalah pada tahun 2030, World Health Organization (WHO) dapat mengakhiri epidemi penyakit Acquired Immune Deficiency Syndrome (AIDS), tuberkulosis, malaria, penyakit tropis yang terabaikan, memerangi hepatitis, penyakit yang penyebabnya terbawa air dan penyakit menular lainnya (General Assembly, 2015). Tuberkulosis paru (TB paru) adalah penyakit infeksius yang menyerang parenkim paru dan dapat ditularkan ke bagian tubuh lainnya (Smeltzer & Bare, 2001). TB paru yang menyerang anak-anak sudah menjadi masalah di tingkat global saat ini (WHO, 2013). TB paru yang terjadi pada anak mencerminkan  transmisi  TB  paru  yang  saat  ini  masih  terus  berlangsung  di populasi (Kemenkes RI, 2011). Motivasi dengan perilaku kesehatan dalam konsep promosi kesehatan mempunyai ikatan yang kuat (Notoatmodjo, 2012). Motivasi pada masyarakat mampu meningkatkan pencegahan penyakit untuk menghindari penurunan tingkat kesehatan  (Potter  &  Perry,  2005).  Lingkungan  mempunyai  peran  yang  besar dalam memotivasi seseorang dalam merubah tingkah lakunya (Taufik, 2007). Ada beberapa bentuk tindakan pencegahan yang dapat dilakukan masyarakat di dalam konsep Community Health Nursing (CHN) meliputi pencegahan primer, sekunder, dan tersier (Swanson, 1997). Upaya pengendalian infeksi TB paru dapat dilakukan melalui 4 pilar utama sesuai dengan ketetapan Kementerian Kesehatan Republik Indonesia, antara lain: pilar manajemen, pilar administratif, pilar pengendalian lingkungan, dan pilar pengendalian Alat Pelindung Diri (APD) (Kemenkes RI, 2013). Tujuan dari penelitian ini adalah untuk menganalisis perbedaan motivasi siswa usia 6-12 tahun dalam pencegahan Tuberkulosis Paru di daerah prevalensi tinggi dan prevalensi rendah di Kabupaten Jember. Penelitian ini menggunakan metode analitik studi komparatif dengan rancangan penelitian cross sectional dan menggunakan motivasi pencegahan Tuberkulosis Paru di daerah prevalensi tinggi dan prevalensi rendah sebagai variabel. Populasi yang digunakan dalam penelitian ini adalah siswa usia 6-12 tahun di SD yang terletak di daerah prevalensi tinggi dan rendah. Teknik pengambilan sampel pada penelitian ini menggunakan teknik probability sampling dengan pendekatan multistage random sampling yang terdiri dari 129 siswa dari daerah prevalensi tinggi 107 siswa dari daerah prevalensi rendah. Alat pengumpulan data yang digunakan dalam penelitian ini berupa kuesioner. Analisis didasarkan pada uji statistik  Mann-Whitney dengan CI = 95%. Berdasarkan analisa data diketahui bahwa responden yang berada di kedua lokasi penelitian memiliki motivasi yang tinggi dalam mencegah TB Paru. Jumlah siswa yang memiliki motivasi tinggi pada kelompok siswa yang berada di prevalensi rendah dua kali lebih banyak dibandingkan dengan jumlah siswa yang memiliki motivasi rendah dalam mencegah TB Paru. Jumlah siswa yang memiliki motivasi tinggi pada kelompok siswa yang berada di prevalensi tinggi hampir sebanding dengan jumlah siswa yang memiliki motivasi rendah dalam mencegah TB Paru. Hasil uji statistik diketahui p value sebesar 0,000 (p value < α = 0,05) yang menunjukkan ada perbedaan motivasi siswa usia 6-12 tahun dalam pencegahan TB Paru  di daerah prevalensi tinggi dan prevalensi rendah TB  di  Kabupaten Jember. Berdasarkan hasil penelitian ini,  diharapkan pihak puskesmas terkait dapat mengadakan program pemberian pendidikan kesehatan di sekolah yang terjadwal tentang kebiasaan hidup bersih dan sehat, kebiasaan konsumsi makanan yang sehat dan bergizi, kebiasaan mengkonsumsi buah dan sayur, sumber penularan penyakit TB Paru, dan cara penularan penyakit TB Paru untuk meningkatkan motivasi siswa yang berada di daerah tinggi TB agar angka kejadian TB Paru semakin menurun.",16,id,MOTIVASI SISWA USIA 6-12 TAHUN; TUBERKULOSIS PARU; DAERAH PREVALENSI TINGGI; DAERAH PREVALENSI RENDAH; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/75918 
Hubungan Status Fungsi Kognitif dengan Kualitas Hidup pada Lanjut Usia di UPT PSTW Jember (The Relationship Between Cognitive Function Status and Quality of Life Among Elderly In UPT PSTW Jember),"Penurunan fungsi kognitif yang terjadi pada lanjut usia dapat membuat lansia tergantung terhadap orang lain. Fungsi kognitif merupakan salah satu fungsi untuk mengingat, mengambil keputusan, dan sebagainya. Fungsi kognitif sebagai pusat dalam hal mengingat serta mengambil keputusan, apabila tidak berfungsi dengan baik maka secara lebih lanjut dapat berpengaruh terhadap kualitas hidupnya. Oleh karena itu perlu diteliti antara status fungsi kognitif dengan kualitas hidup lanjut usia. Penelitian ini bertujuan untuk menganalisis hubungan antara status fungsi kognitif dengan kualitas hidup lanjut usia di UPT PSTW Jember. Penelitian ini merupakan analitik korelasional dengan pendekatan cross-sectional yang dilakukan pada 82 partisipan dengan menggunakan teknik convenience sampling. Pengumpulan data menggunakan kuesioner untuk mengidentifikasi karakteristik partisipan yaitu sosiodemografi, status fungsi kognitif (SPMSQ) dan WHOQ0L-BREF. Chi square sebagai metode analisis digunakan untuk menjawab tujuan dari penelitian ini. Dari 82 partisipan teridentifikasi 43,9% partisipan memiliki status fungsi intelektual utuh, tetapi 2,4% partisipan mengalami gangguan kognitif berat. Sementara itu, berdasarkan hasil penelitian teridentifikasi 70,7% partisipan memiliki kualitas hidup sedang dan 8,5% memiliki kualitas hidup buruk. Dengan ini menunjukkan bahwa status fungsi kognitif berhubungan dengan kualitas hidup lanjut usia (X2= 8,685; p-vahte= 0,003). Lanjut usia yang mempunyai kualitas hidup baik berisiko 5 kali lebih kecil mengalami gangguan kognitif berat (OR= 0,210 (1/012=1/0,2=5); 95% Cl= 0,071-0,621). Dapat disimpulkan bahwa status fungsi kognitif berhubungan dengan kualitas hidup. Sehingga diperlukan intervensi terencana seperti promosi kesehatan aktivitas fisik untuk meningkatkan fungsi kognitif dengan harapan fungsi kognitif menjadi baik dalam jangka panjang yang dapat berdampak pada peningkatan kualitas hidup lanjut usia.",16,id,Lanjut usia; status fungsi kognitif; kualitas hidup lanjut usia; UPT PSTW Jember; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/91075 
Hubungan Mindful Parenting dengan Stres pengasuhan Ibu yang Memiliki Anak Retardasi Mental di Sekolah Luar Biasa (SLB-C) Kabupaten Jember,"Parenting on mental retardation children was not an easy task. Parents, especially mothers, often experience stress when handle parenting process. Therefore mothers should be able to handle stress on parenting, for handle that mindfulness obviously needed. In parenting process it is called mindful parenting. The aim of this research is to explain the relation of mindful parenting with parenting stress of mothers who have children with mental retardation in SLB-C Jember. This research were used a cross-sectional study. The sampling technique were used in this study on total sampling 34 mothers who have children with mental retardation in SLB-C Jember as respondents. The results of this research indicated the mindful parenting of mother is on high category as many as 18 people (52.9%). The analysis using Kendall Tau showed p value = 0,029 <α = 0,05 (p <α) with r value 0,341 which means any relation between mindful parenting with parenting stress of mother who has children with mental retardation in SLB-C Jember. Mothers who experience the stress of parenting expected to change the mindset becomes more positive, and confident that she was able to take care their children who has mental retardation. Counseling and health promotion should be enhanced in mothers who have children with mental retardation so that mothers are able to provide good parenting. If recommended, Mindfulness Based Reduce Stress (MBSR) training should be given to improve the mindful parenting of mother.",16,id,mindful parenting; parenting stress; mental retardation; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/87494 
BIAYA TRANSAKSIONAL KEPALA DESA TERPILIH DALAM PEMILIHAN KEPALA DESA ARJASA KECAMATAN SUKOWONO KABUPATEN JEMBER TAHUN 2013BIAYA TRANSAKSIONAL KEPALA DESA TERPILIH DALAM PEMILIHAN KEPALA DESA ARJASA KECAMATAN SUKOWONO KABUPATEN JEMBER TAHUN 2013BIAYA TRANSAKSIONAL KEPALA DESA TERPILIH DALAM PEMILIHAN KEPALA DESA ARJASA KECAMATAN SUKOWONO KABUPATEN JEMBER TAHUN 2013BIAYA TRANSAKSIONAL KEPALA DESA TERPILIH DALAM PEMILIHAN KEPALA DESA ARJASA KECAMATAN SUKOWONO KABUPATEN JEMBER TAHUN 2013,"Penelitian ini bertujuan untuk megetahui jumlah dan rincian biaya transaksional yang ditanggung kepala desa terpilih pada pemilihan Kepala Desa Arjasa, Kecamatan Sukowono, Kabupaten Jember tahun 2013. Menurut Dadang Juliantara (2000:37), Pemilihan kepala desa (pilkades) merupakan proses untuk memilih atau dipilihnya orang yang mampu untuk memimpin jalannya roda pemerintahan di wilayah desa tertentu sesuai dengan aturan dan ketentuan yang berlaku. Salah satu wujud demokrasi yang ada di desa adalah pemilihan Kepala Desa secara langsung. Demokrasi dalam konteks pemilihan kepala desa (pilkades) dapat dipahami sebagai pengakuan keanekaragaman serta sikap politik partisipasif dari masyarakat dalam bingkai demokratisasi pada tingkat desa . Hal ini merujuk pada Undang- Undang Nomor 32 Tahun 2004 Tentang Pemerintahan Daerah yang mengakui penyelenggaraan pemerintahan desa sebagai subsistem dari sistem penyelenggaraan pemerintahan di mana desa berhak dan memiliki kewenangan untuk mengurus rumah tanggga desa. Demokrasi merupakan bentuk atau sistem pemerintahan yang segenap rakyat turut serta memerintah dengan perantaraan wakilnya yang diartikan sebagai pemerintahan dari rakyat , oleh rakyat , dan untuk rakyat .",16,id,BIAYA TRANSAKSIONAL KEPALA DESA TERPILIH; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/73572 
PENGARUH DIABETES SELF MANAGEMENT EDUCATION (DSME) TERHADAP RESIKO TERJADINYA ULKUS DIABETIK PADA PASIEN RAWAT JALAN DENGAN  DIABETES MELLITUS (DM) TIPE 2  DI RSD dr. SOEBANDI JEMBER,"Diabetes Mellitus merupakan suatu kelainan metabolik akibat gangguan hormonal yang ditandai dengan kenaikan kadar glukosa darah (hiperglikemia) dan dapat menimbulkan berbagai komplikasi, salah satunya adalah ulkus diabetik. Salah satu aspek yang memegang peranan penting dalam penatalaksanaan DM tipe 2 adalah edukasi. Edukasi kepada pasien DM tipe 2 penting dilakukan sebagai langkah awal pengendalian DM tipe 2. Salah satu bentuk edukasi yang umum digunakan dan terbukti efektif dalam memperbaiki hasil klinis dan kualitas hidup pasien DM tipe 2 adalah Diabetes Self Management Education (DSME). DSME merupakan suatu proses memberikan pengetahuan kepada pasien mengenai aplikasi strategi perawatan diri secara mandiri untuk mengoptimalkan kontrol metabolik, mencegah komplikasi, dan memperbaiki kualitas hidup pasien DM. Hasil wawancara yang dilakukan dengan Kepala Poli Interna RSD dr. Soebandi Jember pada bulan Maret tahun 2013, menunjukkan bahwa perawat tidak pernah memberikan Diabetes Self Management Education (DSME)  kepada pasien DM tipe 2 karena keterbatasan waktu, kurangnya SDM, dan banyaknya pasien DM tipe 2 yang kontrol ke Poli Interna. Tujuan umum dalam penelitian ini adalah menganalisis pengaruh Diabetes Self Management Education (DSME) terhadap resiko terjadinya ulkus diabetik pada pasien rawat jalan dengan Diabetes Mellitus (DM) Tipe 2 di RSD dr. Soebandi Jember. Hasil penelitian ini diharapkan dapat memberi pengetahuan baru dan meningkatkan keterampilan pasien DM dalam melakukan perawatan mandiri sehingga dapat mencegah terjadinya ulkus diabetik, serta memberikan kontribusi atau manfaat bagi institusi pendidikan, instansi pelayanan kesehatan, profesi keperawatan, masyarakat dan responden, serta peneliti lain. Penelitian ini menggunakan metode penelitian quasi experimental dengan desain penelitian pre-test and post-test with control group design. Teknik pengambilan sampel menggunakan teknik non probability sampling yaitu consequtive sampling dengan jumlah sampel sebanyak 40 orang yang terbagi menjadi 20 orang pada kelompok intervensi dan 20 orang pada kelompok kontrol. Analisis data menggunakan uji Paired T-test dan Independent T-test. Uji Paired T-test digunakan untuk mengetahui perbedaan resiko terjadinya ulkus diabetik sebelum dan sesudah pemberian DSME pada kelompok intervensi dan mengetahui perbedaan resiko terjadinya ulkus diabetik saat observasi awal dan observasi akhir pada kelompok kontrol. Uji Independent T-test digunakan untuk mengetahui perbedaan resiko terjadinya ulkus diabetik antara kelompok intervensi dan kelompok kontrol. Hasil analisis data menggunakan uji Paired T-test diperoleh nilai p pada kelompok intervensi sebesar 0,000 dan 0,015 pada kelompok kontrol. Nilai p pada kedua kelompok tersebut < α (α = 0,05) yang berarti ada perbedaan resiko terjadinya ulkus diabetik sebelum dan sesudah pemberian DSME pada kelompok intervensi dan ada perbedaan resiko terjadinya ulkus diabetik saat observasi awal dan observasi akhir pada kelompok kontrol. Hasil analisis data menggunakan uji Independent T-test diperoleh nilai p < α (α = 0,05) yaitu sebesar 0,001 yang berarti ada perbedaan resiko terjadinya ulkus diabetik antara kelompok intervensi dan kelompok kontrol, atau dengan kata lain ada pengaruh DSME terhadap resiko terjadinya ulkus diabetik. Kesimpulan penelitian ini adalah ada pengaruh DSME terhadap resiko terjadinya ulkus diabetik pada pasien rawat jalan dengan Diabetes Mellitus (DM) Tipe 2 di RSD dr. Soebandi Jember. Berdasarkan hasil penelitian ini, diharapkan DSME dapat dijadikan suatu materi pokok dalam pembelajaran asuhan keperawatan pada pasien DM tipe 2, sumber referensi bagi perawat maupun peneliti lain, suatu program promosi kesehatan untuk meningkatkan kemampuan perawatan mandiri pasien DM tipe 2, dan dapat diterapkan oleh masyarakat.",16,other,"DIABETES SELF, ULKUS DIABETIK, ASIEN RAWAT JALAN, DIABETES MELLITUS; Other",https://repository.unej.ac.id/handle/123456789/8082 
PERBEDAAN PERKEMBANGAN PERSONAL SOSIAL ANAK USIA PRASEKOLAH DENGAN POLA ASUH DEMOKRATIS DAN   OTORITER  DI TAMAN KANAK-KANAK DHARMA  INDRIA I KECAMATAN PATRANG  KABUPATEN JEMBER,"There are many problems in social personal development of preschoolers, such as children are independent for dressing and eating and children are afraid to socialize. Social personal development of preschoolers can be influenced by the parents pattern parenting. The study aims to identify difference the social personal development of the preschoolers between democratic and authoritarian pattern parenting in kindergarten Dharma Indria I Subdistrict Patrang Jember Regency. The design of this study was cross sectional design. The population in this study were 58 respondents and the samples were 58 respondents who divided into 2 groups, they were democratic pattern parenting group and authoritarian pattern parenting group. Data was analyzed with Chi-square. Based on the research using chi square test with an alpha 5 %, it was obtained value of p = 0,000 and OR = 17,4. The conclusion of this research was there a difference personal social development preschoolers with democratic and authoritarian pattern parenting in kindergarten Dharma Indria I Subdistrict Patrang Jember Regency. Parents with democratic pattern parenting have a chance to have children with good personal social development 17,4 times than parents with authoritarian pattern parenting. Based on the research, the suggestion is the parents are expected to apply parenting in accordance with the condition of the character each child, because each pattern parenting has advantages and disadvantages.",16,other,"Social Personal Development, Preschoolers, Democratic and Authoritarian Pattern Parenting.; Other",https://repository.unej.ac.id/handle/123456789/7603 
Gambaran Distres Psikologis pada Petani Tembakau di Kecamatan Kalisat Kabupaten Jember,"Pekerjaan sebagai petani memiliki risiko tinggi untuk mengalami distres psikologis. Permasalahan-permasalahan yang serius dialami petani tembakau adalah luas lahan yang semakin menyempit, menurunnya kesuburan lahan, degradasi lahan pertanian, serangan hama penyakit, pemupukan yang tidak sesuai dengan tanaman tembakau, cuaca dan gagal panen berisiko terhadap distres psikologis pada petani tembakau. Penelitian ini bertujuan untuk mengidentifikasi distres psikologis petani tembakau di Kecamatan Kalisat Kabupaten Jember. Penelitian ini menggunakan desain analisis deskriptif. Teknik pengambilan sampel menggunakan teknik cluster sampling. Populasi penellitian ini adalah petani tembakau dengan sampel dihitung menggunakan rumus Cochran, W.G yang dikembangkan oleh Lemeshow sebanyak 91 responden. Pengumpulan data dengan menggunakan Instrumen penelitian berupa Depression Anxiety and Stres Scale 42 (DASS 42) telah diuji reliabilitasnya didapat nilai stres (Cronbach’s Alpha = 0,803), ansietas (Cronbach’s Alpha = 0,776), dan depresi (Cronbach’s Alpha = 0,931). Analisa data pada penelitian menggunakan analisa univariat. Etika penelitian ini menggunakana prinsip manfaat, hak asasi manusia, dan keadilan. Penelitian ini telah memenuhi uji kelayakan etik berdasarkan No. 310/UN25.8/KEPK/DL/2019.  Hasil penelitian menunjukkan bahwa petani tembakau mengalami distres psikologis berupa stres, deperesi, dan ansietas dalam kategori ringan, sedang, berat, dan sangat berat. Hasil penelitian ini menunjukkan bahwa, sejumlah 91 petani tembakau memiliki distres psikologis berupa indikator ansietas paling tinggi (73,6%) dilanjutkan dengan indikator stres (26,4%) dan depresi (11%). Petani tembakau memiliki tanda dan gejala stres berupa gelisah, tegang, dan bereaksi berlebihan terhadap sesuatu. Depresi berupa merasa pergerakan melambat dari biasanya, perasaan sedih, dan tidak antusias dalam hal apapun. Ansietas berupa perasaan khawatir, sulit berkonsentrasi, dan berada pada situasi cemas.  Petani memiliki distres psikogis berupa ansietas cukup tinggi. Distres psikologis ini berupa perasaan ketakutan dan kekhawatiran terhadap pekerjaan petani. Distres psikologis pada petani tembakau berupa stres, depresi, ansietas memiliki tanda gejala utama yaitu ketakutan karena risiko pekerjaan. Faktor penyebab distres psikologis pada petani adalah ketegangan/ keterbatasan ekonomi dan kelelahan fisik. Implikasi keperawatan pada penelitian ini yaitu perawat sebagai pemberi layanan, peran perawat sebagai edukator, peran perawat sebagai advokator, dan peran perawat sebagai peneliti.",16,id,Distres Psikologis; Petani Tembakau; Kecamatan Kalisat; Jember; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/92453 
