judul,abstrak,fakultas,bahasa,keywords,link
"Pengaruh Kualitas Pelayanan, Tingkat Kepercayaan, Bagi Hasil, Kesesuaian Hukum Syari’ah, dan Reputasi Bank Terhadap Tabungan Mudharabah di BNI Syari’ah Cabang Jember","Penelitian ini dilakukan untuk menguji pengaruh variabel kualitas pelayanan, tingkat kepercayaan, bagi hasil, kesesuaian hukum syari’ah, dan reputasi bank terhadap tabungan mudharabah. Penelitian ini merupakan penelitian kuantitatif. Populasinya adalah seluruh pemilik tabungan mudharabah BNI Syariah Cabang Jember. Teknik sampling menggunakan metode purpose sampling yaitu pengambilan sempel berdasarkan kriteria tertentu yang ditetapkan oleh peneliti dengan menggunakan kuesioner dan wawancara sebagai alat pengumpulan data. Total jumlah sampel yang digunakan dalam penelitian ini sebanyak 80 responden. Hasil penelitian ini menunjukkan kualitas pelayanan, tingkat kepercayaan, bagi hasil, kesesuian hukum syariah dan reputasi bank berpengaruh signifikan terhadap tabungan mudharabah di BNI Syariah Cabang Jember.",8,id,bagi hasil; kualitas pelayanann; tingkat kepercayaan; kesesuaian hukum syari’ah; reputasi bank; tabungan mudharabah; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/89318 
Implementasi Strategi Komunikasi Merek Pariwisata “Lovely Destination” (Studi Pada Dinas Pariwisata Kabupaten Jember),"Penelitian ini dilatarbelakangi fenomena kontribusi sektor pariwisata bagi perekonomian Jember yang terus meningkat. Salah satu kontributor pariwisata Jember adalah JFC. JFC mampu merepresentasikan kota Jember dan menjadi sebuah merek karena memberikan added value kepada kabupaten Jember berupa kota fashion karnaval. Namun, sederet prestasi yang ditorehkan oleh JFC menghadapi kompleksitas dan kontradiksi. Dukungan dari masyarakat hanya sebatas di tataran teknis saat penyelenggaraan JFC, bukan dalam bentuk representasi nilai. JFC cenderung menjadi country branding, sebab lebih mengangkat nilai-nilai lokal Indonesia, bukan nilai kelokalan Jember. Pemerintah Kabupaten kemudian membentuk merek pariwisatanya sendiri dengan nama Naturally Jember, Lovely Destination yang muncul pada Juni 2011. Pemosisian citra pariwisata ini tak lepas dari karakter geografis, nilai-nilai spiritual, dan budaya serta kearifan lokal masyarakat Jember. Saat ini, merek ini berganti nama menjadi Lovely Destination. Merek Lovely Destination membutuhkan strategi komunikasi pemasaran merek agar calon konsumen mendapatkan persepsi yang tepat. Strategi komunikasi harus menunjukan bagaimana operasionalnya secara praktis dan sisi kreatif, variatif serta komunikatif yang dikemas melalu strategi komunikasi pemasaran terpadu dalam implementasinya. Tujuan dari penelitian ini yaitu untuk memahami dan mendeskripsikan implementasi dari strategi komunikasi pemasaran merek pariwisata Lovely Destination milik Dinas Pariwisata Kabupaten Jember. Penelitian ini menggunakan metode kualitatif dengan pengumpulan data menggunakan wawancara in-depth interview. Informan ditentukan melalui teknik Purposeful Sampling. Analisis deskriptif digunakan yang mana bertujuan untuk membuat deskripsi secara sistematis, faktual, dan akurat tentang fakta-fakta dan sifat-sifat populasi atau objek tertentu. Hasil dari penelitian ini adalah belum adanya merek pariwisata secara resmi yang dikeluarkan oleh Kabupaten Jember. Ketidakpastian merek menyebabkan kesimpangsiuran arah promosi pariwisata dan kurang menancapnya ciri khas Jember. Kemudian Strategi komunikasi pemasaran yang dilakukan sifatnya masih mengikuti even yang diadakan oleh kementerian pariwisata dan pemerintah provinsi. Dampaknya, kegiatan promosi pariwisata yang bersifat self promotion ada tetapi jarang dilakukan. Jember kekurangan even pariwisata setelah Bulan Berkunjung ke Jember (BBJ) tiada. Praktis hanya JFC yang mampu menarik banyak wisatawan sementara bulan-bulan lainnya nyaris tidak ada even.",8,id,Strategi Komunikasi Merek; Other,https://repository.unej.ac.id/handle/123456789/89683 
Analisis Faktor – Faktor Yang Mempengaruhi Kepatuhan Wajib Pajak Dalam Membayar Pajak Kendaraan Bermotor (Studi Kasus di Kantor Bersama SAMSAT Teratai Jember),"Penelitian ini dilakukan dengan tujuan untuk menganalisis faktor-faktor yang mempengaruhi kepatuhan wajib pajak dalam membayar pajak kendaraan bermotor (Studi Kasus di Kantor Bersama SAMSAT Teratai Jember). Variabel bebas dalam penelitian ini adalah kesadaran wajib pajak, sanksi pajak, kualitas pelayanan, serta tingkat penghasilan, sedangkan variabel terikat pada penelitian ini adalah kepatuhan wajib pajak. Penelitian ini dilakukan dengan menggunakan metode survey dengan menyebarkan kuesioner kepada wajib pajak yang terdaftar di Kantor Bersama SAMSAT Teratai Jember. Penetuan salpel dilakukan dengan metode convenience sampling,dan selanjutnya data yang dieroleh dianalisis dengan regresi linier berganda dengan bantuan program SPSS for Windows Release 22.0. Jumlah sampel pada penelitian ini adalah ssebanyak 100 responden dari keseluruhan populasi. Hasil uji regresi linier berganda menunjukkan bahwa kesadaran wajib pajak, sanksi pajak, kualitas pelayanan, dan tingkat penghasilan berpengaruh positif dan signifikan terhadap kepatuhan kepatuhan wajib pajak kendaraan bermotor di Kantor Bersama SAMSAT Teratai Jember.",8,id,Kepatuhan Wajib Pajak; Kendaraan Bermotor; Other,https://repository.unej.ac.id/handle/123456789/89687 
Analisis Sistem Informasi Akuntansi Pembelian Bahan Baku (Studi Kasus pada PT. Boss Image Nusantara Cigar),"Pembelian bahan baku adalah kegaian yang dapat mempengaruhi peroses produksi. Kegiatan pembelian bahan baku secara umum memiliki beberapa risiko yang dapat terjadi seperti terjadinya keterlambatan pengiriman, kerusakan, hingga pencurian bahan baku. Oleh karena itu, untuk meningkatkan efektivitas kegiatan pembelian bahan baku maka perusahaan memerlukan sistem informasi akuntansi pembelian bahan baku yang terstruktur dan terkoordinasi dengan baik. Sistem akuntansi pembelian digunakan oleh perusahaan untuk pengadaan barang yang dibutuhkan oleh perusahaan (Mulyadi, 2008:299). Ada beberapa fungsi yang terlibat dalam sistem informasi akuntansi pembelian yaitu fungsi gudang yang memiliki tanggungjawab pelakukan pengecekan persediaan, membuat surat permintaan pembelian, dan menyimpan barang; fungsi pembelian yang bertanggungjawab pada pemilihan pemasok, membuat surat order pembelian, dan melakukan pembelian pada pemasok; fungsi penerimaan bertanggungjawab terhadap pengecekan kualitas barang yang diterima dari pemasok dan membuat laporan penerimaan barang; serta fungsi pencatatan bertanggungjawab atas pencatatan setiap transaksi yang dilakukan perusahaan dan membuat laporan yang nantinya dapat dijadikan sebagai salah satu pertimbangan dalam pengambilan keputusan. Salah satu perusahaan yang akan dijadikan sebagai objek penelitian dalam skripsi ini adalah PT Boss Image Nusantara Cigar. Perusahaan tersebut adalah perusahaan manufaktur yang bergerak dibidang pengolahan cerutu. Penelitian ini bertujuan untuk mengetahui bagaimana sistem informasi akuntansi pembelian bahan baku yang telah diterapkan perusahaan, menilai efektifitas sistem yang telah diterapkan berdasarkan pengendalian internal, serta memberikan rekomendasi jika memang terdapat kekurangan pada sistem tersebut. Jenis penelitian yang digunakan berupa penelitian kualitatif. Sumberdata dari penelitian ini adalan data primer yang diperoleh melalui wawancara dan dokummentasi. Wawancara dilakukan pada beberapa karyawan PT Boss Image Nusantara Cigar dan dokumen yang digunakan adalah dokumen yang terkait dengan pembelian bahan baku seperti surat permintaan pembelian, surat order pembelian, faktur pembelian serta dokumen lain yang terkait dengan pembelian bahan baku. Metode pengumpulan data yang dilakukan adalah melalui wawancara dan dokumentasi. Untuk menilai keabsahan dari data yang telah terkumpul, peneliti menggunakan uji keabsahan data dengan menggunakan metode trianggulasi dengan sumber. Tahapan analaisis data yang digunakan pada penelitian ini yang pertama adalah pengumpulan data, reduksi data, dan penyajian data dalam bentuk deskriptif. Hasil penelitian menunjukkan sistem akuntansi pembelian bahan baku yang telah diterapkan oleh perusahan PT Boss Image Nusantara Cigar melibatkan 3 divisi yaitu bagian gudang, bagiang pengadaan, dan bagian pencatatan. Bagian gudang bertugas melakukan pengecekan barang, membuat surat order pembelian dan menerima barang yang dikirim pemasok. Bagian gudang bertugas membuat surat order pembelian berdasarkan surat permintaan pembelian, yang kemudian diajukan pada direksi untuk memperoleh disposisi. Bagian pencatatan bertugas menyerahkan surat order kepada direksi untuk memperoleh disposisi kas keluar. Bagian keuangan juga bertanggungjawab menyerahkan uang serta melakukan pembuatan laporan keuangan perusahaan. Pengendalian internal PT Boss Image Nusantara Cigar dari segi organisasi cukup efektif dengan tingkat efektivitas sebesar 71%. Dari segi pengendalian internal berupa otorisasi dan pencatatan memiliki tingkat efektivitas sebesar 93% yang mana nilai tersebut dianggap efektif. Sedangkan, pengendalian internal dari pengendalian internal praktik yang sehat memiliki nilai efektivitas sebesar 53%. Penilaian tersebut tidak hanya berdasarkan perhitungan saja tetapi juga berdasarkan dokumen-dokumen yang digunakan dan hasil wawancara.",8,id,Sistem Informasi; Akuntansi Pembelian; Bahan baku; Pengendalian Internal; Efektivitas; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/93157 
Determinan Kemiskinan di Provinsi Jawa Timur Tahun 2010-2016,"Jawa Timur memiliki jumlah penduduk miskin yang besar di antara provinsi lainnya yang berada di Pulau Jawa. Salah satu penyebabnya adalah program Keluarga Berencana (KB) yang kurang terealisasikan, akibatnya beban tanggungan keluarga pun menjadi bertambah. BPS menyatakan bahwa Jawa Timur merupakan provinsi dengan angka kemiskinan absolut tertinggi. Faktor yang mempengaruhi kemiskinan salah satunya adalah Produk Domestik Regional Bruto (PDRB),pengangguran dan upah minimum. Tujuan penelitian ini untukmengetahui seberapa besar pengaruh Produk Domestik Regional Bruto (PDRB), pengangguran, upah minimum terhadap kemiskinan di Provinsi Jawa Timur. Metode analisis yang digunakan dalam penelitian ini adalah regresi data panel dengan data time series dari tahun 2010 sampai dengan 2016 dan data cross section dari 38 Kota/Kabupaten di Provinsi Jawa Timur.Hasil regresi data panel menunjukkan secara simultan bahwa variabel PDRB, Pengangguran dan upah minimum berpengaruh signifikan terhadap kemiskinan di Provinsi Jawa Timur. Hasil analisis uji parsial menunjukkan bahwa PDRB dan pengangguran berpengaruh signifikan sedangkan upah minimum memiliki pengaruh tidak signifikan terhadap kemiskinan di Provinsi Jawa Timur.",8,id,Kemiskinan; PDRB; Pengangguran; Upah Minimum; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/88436 
Analisis Efektivitas Kebijakan Makroprudensial Pada Instrumen Loan-To-Value (Ltv) Dalam Memitigasi Risiko Kredit Di Indonesia,"Krisis keuangan global pada tahun 2008 telah membuktikan bahwa pengelolaan risiko keuangan melalui kebijakan moneter dan kebijakan mikroprudensial tidak mampu untuk mencegah terjadinya krisis keuangan sehingga kebijakan makroprudensial muncul menjadi alat baru untuk melengkapi kebijakan tersebut. Kebijakan makroprudensial merupakan kebijakan yang memiliki tujuan untuk menjaga stabilitas sistem keuangan secara keseluruhan melalui pembatasan peningkatan risiko sistemik. Kebijakan Loan-to-Value (LTV) merupakan salah satu instrumen dari kebijakan makroprudensial yang memiliki tujuan untuk mencegah pertumbuhan kredit yang berlebihan dan terjadinya booming harga. Penelitian ini bertujuan untuk mengetahui efektivitas penerapan kebijakan makroprudensial instrumen LTV dan pengaruh variabel makroekonomi, krisis, pertumbuhan harga perumahan, dan kebijakan LTV terhadap pertumbuhan kredit perbankan di Indonesia. Metode yang digunakan dalam penelitian ini adalah Vector Error Correction Model (VECM). Hasil penelitian menunjukkan bahwa dalam jangka panjang penerapan kebijakan makroprudensial instrumen LTV efektif mencegah pertumbuhan kredit perbankan di Indonesia. Variabel makroekonomi, pertumbuhan harga rumah, krisis, dan kebijakan LTV dalam jangka panjang berpengaruh negatif signifikan terhadap pertumbuhan kredit perbankan di Indonesia. Di sisi lain, hasil estimasi VECM jangka pendek menunjukkan bahwa penerapan kebijakan makroprudensial instrumen LTV tidak efektif memengaruhi pertumbuhan kredit perbankan di Indonesia. Sementara itu, variabel makroekonomi, pertumbuhan harga perumahan, dan krisis juga tidak signifikan memengaruhi pertumbuhan kredit perbankan di Indonesia dalam jangka pendek.",8,id,Kebijakan Makroprudensial; Loan-to-Value (LTV); Other,https://repository.unej.ac.id/handle/123456789/89682 
Analisis Pengaruh Pendapatan Asli Daerah Dan Dana Perimbangan Terhadap Produk Domestik Regional Bruto SWP Jember Dan Sekitarnya,"Kegiatan pembangunan nasional tidak lepas dari peran serta pemerintah daerah dalam memanfaatkan sumber daya yang tersedia di daerah masing-masing sebagai upaya memperbesar kemampuan daerah. Untuk itu peningkatannya harus didukung dengan pembangunan daerah yang dilaksanakan secara serasi dan terpadu dalam rangka mewujudkan pembangunan nasional. Pembangunan ekonomi daerah adalah suatu proses dimana pemerintah daerah dan masyarakatnya mengelola sumber-sumber daya yang ada dan membentuk suatu pola kemitraan antara pemerintah daerah dan sektor swasta untuk menciptakan suatu lapangan pekerjaan baru dan merangsang perkembangan kegiatan ekonomi dalam wilayah tersebut (Arsyad, 1997). Undang-Undang No. 32 Tahun 2004 yang menyebutkan bahwa untuk pelaksanaan kewenangan Pemerintah Daerah, Pemerintah Pusat akan mentransfer Dana Perimbangan yang terdiri dari Dana Alokasi Umum (DAU), Dana Alokasi Khusus (DAK), dan Dana Bagi Hasil yang bersumber dari pajak dan sumber daya alam. Di samping dana perimbangan tersebut, Pemda mempunyai sumber pendanaan sendiri berupa Pendapatan Asli Daerah (PAD), Pembiayaan, dan lainlain. UU No.32 Tahun 2004 menyebutkan bahwa transfer dari pemerintah berupa DAU, DAK dan Dana Bagi Hasil digunakan untuk pelaksanaan kewenangan Pemda. Dana Bagi Hasil berperan sebagai penyeimbang fiskal antara pusat dengan daerah dari pajak yang dibagi hasilkan. DAU berperan sebagai pemerataan fiskal antar daerah (fiscal equalization) di Indonesia. Sedangkan DAK berperan sebagai dana yang didasarkan pada kebijakan yang bersifat darurat",8,id,pembangunan nasional; pemerintah daerah; Pendapatan Asli Daerah; Dana Perimbangan; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/92997 
Desain Sistem Informasi Akuntansi Penjualan Dan Persediaan Di Roti Baba,"The development of technology now demand companies to develop stronger and using computerized information systems to facilitate companies in providing services to consumers. The use of computerized information system will improve accuracy, efficiency and effectiveness within the company. It is this problem that is experienced by the Baba Bread still use manual sisem. Method of data collection consists of interviews and documentation. Methods of data analysis used is an interactive model of the Miles and Huberman with three stages namely Data Reduction, the presentation of Data, and the withdrawal of the conclusion. System Analysis method used is the method of system analysis Romney and Steinbart is divided into five stages. Five stages of investigation, survey systems, feasibility study, information needs and prerequisites and system analysis report system. The results of this research show that: accounting information systems sales and inventory in Bread Baba still using manual systems and required a new system that could make it easier for managers to monitor the company easily. Based on a feasibility study done accounting information system sales and inventory is worth implemented in the company.",8,id,Design Information Systems Sales Inventory; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/89024 
"Pengaruh Attraction, Amenities dan Accessibilities Terhadap Kepuasan dan Loyalitas Wisatawan Pada Pantai Pulau Merah di Kabupaten Banyuwangi","Fluktuasi kunjungan wisatawan di Pantai Pulau Merah perlu diperhatikan oleh pihak pengelola Pantai Pulau Merah terkait pengelolaan dan pengembangan objek wisata pantai tersebut, supaya Pantai Pulau Merah tetap bisa mempertahankan eksistensinya dan membuat loyal para wisatawan yang pernah mengunjungi maupun yang baru pertama kali mengunjungi Pantai Pulau Merah. Pemberian layanan yang baik kepada wisatawan diharapkan dapat menciptakan kunjungan ulang. Komponen produk wisata yang di dalamnya terdapat attraction, amenities, dan accessibilities, merupakan faktor penentu kepuasan dan loyalitas wisatawan dalam berkunjung ke suatu objek wisata. Penelitian ini bertujuan untuk mendeskripsikan pengaruh attraction, amenities dan accessibilities terhadap kepuasan dan loyalitas wisatawan Pantai Pulau Merah. Pemilihan responden dilakukan secara purposive sampling dengan jumlah sampel terpilih sebanyak 110 responden. Responden tersebut merupakan wisatawan yang minimal dua kali pernah berkunjung ke Pantai Pulau Merah.",8,id,"Attraction,; Amenities; Accessibilities; Kepuasan; Loyalitas Wisatawan; Pantai Pulau Merah; Undergraduat Thesis",https://repository.unej.ac.id/handle/123456789/93090 
Pengaruh Brand Image dan Kualitas Produk serta Word of Mouth terhadap Pembelian Ulang Dengan Kepercayaan Konsumen sebagai Variabel Intervening pada Konsumen Lampu LED Philips di Kota Jember.,Brand image berpengaruh positif signifikan terhadap kepercayaan konsumen pada lampu LED Philips di Kota Jember. Dimana path analysis pada uji t terhadap hipotesis pertama menunjukan nilai yang signifikan. Hubungan yang ditunjukan oleh koefisien regresi adalah positif artinya semakin baik brand image lampu Philips yang melekat dibenak masyarakat di Kota Jember maka dapat meningkatkan kepercayaan konsumen terhadap produk tersebut.,8,id,Brand Image dan Kualitas Produk; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/92275 
