judul,abstrak,fakultas,bahasa,keywords,link
GAMBARAN PEMILIHAN ALAT KONTRASEPSI PADA PASANGAN YANG MENIKAH DI USIA MUDA DI KECAMATAN SUKOWONO KABUPATEN JEMBER,"Early marriage is a marriage that occur at the time adolescent less than 20 years. One effort to lower the rate of population growth caused by birth is through the Family Planning program (KB). The purpose of this study was to determine the description of the selection of contraception in couples who many at a young age in the district of Jember Sukowono. The type of this study was a descriptive study. The population was all women who have early marriage in 2012 and obtained sample as many as 94 people. The sampling was conducted by Proportional sampling. Most of the acceptor aged between 17-19 years old, and have low education levels. Based on the type of contraception chosen, the respondents in the working area of District Sukowono was using injection contraceptives because it can space pregnancy for the second child and the cost is relatively cheap. Acceptor experienced side effects such as amenorrhea or no menstrual periods, did not experience spotting or blood spots, weight changes and other side effects such as dizziness. To BPPKB especially UPTB (Technical Unit Section) Sukowono to provide counseling to the parents about the harm that can be caused by getting married and giving birth at a young age. The extension is carried out by the Head of the election-related UPTB Sukowono should use contraception to delay pregnancy to term contraceptive IUD because of its use as related effective can delay pregnancy for a period of time and when released can also quickly become pregnant.",14,other,"Contraception, Married At Young Age; Other",https://repository.unej.ac.id/handle/123456789/8684 
"FAKTOR RISIKO DIABETES MELLITUS PADA PENDUDUK PULAU GILI KETAPANG, DESA GILI KETAPANG, KECAMATAN SUMBERASIH,  KABUPATEN PROBOLINGGO","Diabetes Mellitus (DM) merupakan suatu gangguan kesehatan berupa kumpulan gejala yang disebabkan oleh peningkatan kadar gula (glukosa) darah akibat kekurangan atau resistensi insulin (Bustan, 2007). Saat ini DM menjadi masalah kesehatan masyarakat karena prevalensinya diperkirakan semakin meningkat. Oleh karena itu DM tercantum dalam urutan keempat prioritas penelitian nasional untuk penyakit degeneratif setelah penyakit kardiovaskuler, serebrovaskuler, dan geriatrik. Selain itu, DM juga merupakan penyakit penyebab amputasi kedua setelah kecelakaan dan penyebab kematian yang paling cepat berkembang dengan 3,2 juta kematian per tahun. Sebagai salah satu penyakit degeneratif, DM memiliki beberapa faktor risiko diantaranya adalah ras, genetik (riwayat keluarga), usia, indeks massa tubuh, lingkar pinggang, kurangnya aktivitas fisik, kolesterol total dalam darah, tekanan darah sistolik, dan tekanan darah diastolik. Tujuan penelitian ini adalah menganalisis faktor-faktor yang berhubungan dengan kejadian Diabetes Mellitus di Pulau Gili Ketapang, Desa Gili Ketapang, Kecamatan Sumberasih, Kabupaten Probolinggo. Data yang digunakan dalam penelitian ini adalah Data Deteksi Dini Penyakit Tidak Menular KKP Kelas II Probolinggo yang dilakukan di Pulau Gili Ketapang pada 20 Maret 2012 dengan jumlah responden sebanyak 201 orang. Berdasarkan data tersebut, 24 orang responden (11,9%) menderita DM. Prevalensi penderita DM berdasarkan data viii tersebut adalah 0,25%, prevalensi ini masih lebih rendah dibandingkan prevalensi DM di Jawa Timur (2,81%) dan prevalensi DM di Indonesia (1,2-2,3%). Penelitian ini merupakan penelitian analitik dengan pendekatan cross sectional. Analisis data penelitian ini dilakukan secara univariabel, bivariabel, dan multivariabel. Analisis univariabel digunakan untuk menjabarkan secara deskriptif frekuensi dan proporsi masing-masing variabel yang diteliti. Analisis bivariabel digunakan untuk menganalisis hubungan antara Indeks Massa Tubuh, lingkar pinggang, aktivitas fisik, kadar kolesterol darah, tekanan darah sistolik, tekanan darah diastolik, dan riwayat keluarga dengan Diabetes Mellitus secara satu per satu. Analisis multivariabel digunakan untuk menganalisis hubungan antara Indeks Massa Tubuh, lingkar pinggang, aktivitas fisik, kadar kolesterol darah, tekanan darah sistolik, tekanan darah diastolik, dan riwayat keluarga dengan Diabetes Mellitus secara bersama-sama serta mencari faktor risiko yang paling kuat pengaruhnya dengan kejadian DM di Pulau Gili Ketapang. Selain itu juga dilakukan pengamatan terhadap karakteristik sosial, demografis dan geografis Pulau Gili Ketapang. Hasil analisis bivariabel menunjukkan bahwa indeks massa tubuh, lingkar pinggang, tekanan darah sistolik, dan riwayat keluarga berpengaruh terhadap kejadian DM dengan nilai odds ratio masing-masing 24,7; 18,9; 8,3; dan 17,8. Sedangkan hasil analisis multivariabel menunjukkan bahwa indeks massa tubuh dan riwayat keluarga bermakna secara signifikan terhadap kejadian DM. Analisis multivariabel juga menunjukkan bahwa faktor risiko yang paling berpengaruh tehadap kejadian DM di pulau ini adalah obesitas general dan riwayat keluarga. Berdasarkan hasil penelitian ini, instansi kesehatan yang berwenang terhadap masalah kesehatan di Pulau Gili Ketapang hendaknya melakukan pemberian informasi tentang DM pada masyarakat pulau ini serta menambah tenaga kesehatan, khususnya tenaga penyuluh kesehatan di pulau ini. Bagi masyarakat Pulau Gili Ketapang hendaknya melakukan kegiatan-kegiatan yang dapat mencegah timbulnya DM bagi penduduk yang tidak menderita DM dan menghindari komplikasi agar DM  tidak bertambah parah bagi masyarakat yang menderita DM di Pulau tersebut. Kegiatan tersebut misalnya berolahraga secara teratur, menghindari makanan berkadar gula tinggi, mengontrol berat badan, dan melakukan pemeriksaan kesehatan secara rutin.",14,other,FAKTOR RISIKO DIABETES MELLITUS PADA PENDUDUK PULAU GILI KETAPANG; Other,https://repository.unej.ac.id/handle/123456789/21849 
ANALISIS PENGGUNAAN SISTEM INFORMASI PEMBAYARAN (BILLING SYSTEM) JKN PADA PETUGAS RAWAT INAP RSD BALUNG JEMBER,"In July of 2013, RSD Balung Jember SIM-RS has implemented primarily on inpatient services. But still not optimal because the information generated by the SIM-RS is not in accordance the needs that should be equal to 100% of the overall revenues entering and not entry. The purpose of this study is the use of information systems Analyze payment (billing system) JKN on RSD officers inpatient Balung Jember. The method used was analytic observational with cross sectional design. Samples numbered 69 people were taken from 69 people with a total technique population. The data quality system, quality of information, the use and user satisfaction obtained by questionnaire. Data were analyzed using Structural Equation Modeling (SEM) of the statistical software AMOS 20.0 using confirmatory factor analysis techniques (confirmatory factor analysis). The results showed the majority of respondents were women, aged 28-35, education level D3, and have never followed the SIM-hospital training. the results showed that there is an influence of quality system with the user. There is the influence of user satisfaction with the quality system. There is the influence of quality information to users. There is the influence of user satisfaction with the quality information. And there is the effect of the use of twoway user satisfaction.",14,other,"information system success model, system quality, information quality, use, user satisfaction; Other",https://repository.unej.ac.id/handle/123456789/59772 
Kajian Perencanaan Strategis Rumah Sakit di RSIA Srikandi IBI Jember,"Indikator kinerja pelayanan juga meliputi BOR, ALOS, TOI, GDR, NDR, dan lain sebagainya. RSIA Srikandi IBI Jember belum memaksimalkan kinerjanya dalam memberikan pelayanan kepada pasien. Hal ini bisa dilihat dari indikator kinerja pelayanan rumah sakit yang belum baik. Berdasarkan data dari Dinas Kesehatan Kabupaten Jember pada tahun 2013 hingga 2016, tercatat indikator pelayanan seperti BOR, ALOS dan BTO tidak sesuai dengan nilai ideal sebagaimana ketetapan Departemen Kesehatan (Depkes) tahun 2005. Selain itu, SPM (Standart Pelayanan Minimal) pada pelayanan rawat jalan di RSIA Srikandi IBI Jember pada tahun 2012 sebesar 57,14%. Sedangkan pada tahun 2013 sebesar 57,14%. Pencapaian SPM tersebut belum sesuai dengan angka yang ditetapkan oleh Peraturan Menteri Kesehatan nomor 129 tahun 2008 yakni sebesar 100%. Menurut Whittaker (2002) dalam Nurhapna et al (2014:91), ”kinerja rumah sakit dipengaruhi oleh beberapa faktor salah satunya adalah perencanaan strategis.” Pelaksanaan perencanaan strategis di RSIA Srikandi IBI Jember belum maksimal. Hasil dari studi pendahuluan yang dilakukan menyatakan bahwa pada tahun 2016 RSIA Srikandi IBI Jember belum melaksanakan analisis manajemen secara menyeluruh, tetapi analisis manajemen hanya dilakukan pada unit rekam medis. Pelaksanaan perencanaan strategis yang belum maksimal dikarenakan kurangnya SDM dengan latar belakang pendidikan manajemen kesehatan dan banyak dari SDM di RSIA Srikandi memiliki pekerjaan ganda. Oleh sebab itu penting untuk mengkaji perencanaan strategis rumah sakit di RSIA Srikandi IBI Jember. Penelitian ini menggunakan metode kualitatif dengan jenis studi kasus. Penelitian dilakukan di RSIA Srikandi IBI Jember. Variabel yang diteliti dalam penelitian ini adalah perencanaan strategis yang meliputi pengembangan visi dan ix misi, analisis lingkungan internal dan eksternal, penentuan tujuan, penentuan strategi, tingkatan strategi, kebijakan, serta strategi dan kewirausahaan rumah sakit. Hasil penelitian menunjukkan bahwa visi misi berasal dari yayasan yang ditinjau secara berkala oleh rumah sakit melalui rapat besar bersama direktur dan karyawan struktural. Seluruh karyawan mengetahui dan memahami visi misi rumah sakit. Analisis lingkungan internal dan eksternal rumah sakit menggunakan analisis SWOT. Analisis lingkungan berkala telah dilakukan, tetapi hanya sampai pada tahap identifikasi saja, belum dilakukan analisis karena kurangnya SDM dan kecenderungan adanya double job. Analisis lingkungan dilakukan oleh tim, di dalamnya belum mencakup tenaga medis seperti dokter dan perawat selaku karyawan fungsional. Tujuan rumah sakit sudah sesuai dengan misi. Tujuan keuangan, jangka pendek dan tujuan jangka panjang sudah dicapai dengan cukup baik. Terdapat tujuan strategis yang berkaitan dengan pertumbuhan jumlah konsumen, namun kurang tercapai karena jumlah kunjungan pasien rawat inap dan rawat jalan belum stabil setiap tahunnya. Strategi rumah sakit didasarkan pada HBL, analisis lingkungan internal dan eksternal, dan analisis IPTEK. penentu strategi dilakukan oleh tim analisis lingkungan. Rumah sakit memiliki 5 poin strategi. Tiap unit di rumah sakit telah mengembangkan strategi tersendiri yang tetap sesuai dengan strategi rumah sakit.. Kebijakan rumah sakit yang diterapkan di tiap unit diwujudkan dalam bentuk SOP dan SPM yang ditetapkan oleh direktur. Analisis perubahan dan perkembangan lingkungan bisnis rumah sakit dilakukan dengan memasang kotak saran; meningkatkan mutu pelayanan, SDM, sarana pra sarana; mempelajari market trends yang berkaitan dengan tarif layanan. Saran yang diberikan berdasarkan penelitian ini adalah RSIA Srikandi perlu melibatkan karyawan fungsional seperti dokter, perawat, bidan, dan tenaga medis yang lain dalam analisis lingkungan dan penyusunan rencana strategis rumah sakit. Pengembangan struktur organisasi diperlukan guna mengurangi double job pada karyawan. Rumah sakit agar menyempurnakan seluruh tahapan proses analisis SWOT dalam kegiatan analisis lingkungan secara berkala. Rumah sakit dalam menentukan tarif layanan hendaknya melakukan perhitungan unit cost.",14,id,Perencanaan Strategis; RSIA Srikandi IBI Jember; Standart Pelayanan Minimal; market trends; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/88921 
HUBUNGAN ANTARA BAURAN PEMASARAN DENGAN PROSES PENGAMBILAN KEPUTUSAN PEMANFAATAN PELAYANAN   RAWAT INAP RSD dr. SOEBANDI JEMBER,"Upaya pemenuhan kebutuhan dan harapan pelanggan dapat menciptakan peningkatan jumlah pemanfaatan pelayanan bahkan pelanggan yang loyal, sehingga pihak penyedia pelayanan termasuk rumah sakit merasa penting untuk melakukan pemasaran. Untuk mengetahui jumlah pemanfaatan pelayanan di rumah sakit, salah satunya dengan menggunakan indikator BOR (Bed Occupancy Rate). Rumah Sakit Daerah dr. Soebandi Jember merupakan rumah sakit kelas B pendidikan milik pemerintah Kabupaten Jember yang telah terakreditasi 16 pelayanan, namun dalam kenyataannya indikator BOR dalam tiga tahun terakhir belum dapat mencapai standar ideal yang ditetapkan oleh Johnson (1976) maupun Muninjaya (2004) yaitu sebesar 75-85%. Hal ini menunjukkan bahwa masih kurangnya tingkat pemanfaatan pelayanan kesehatan di instalasi rawat inap RSD dr. Soebandi Jember. Tujuan penelitian ini adalah menganalisis hubungan antara bauran pemasaran yang terdiri dari promosi, harga, proses, orang, dan bukti fisik dengan proses pengambilan keputusan pemanfaatan pelayanan rawat inap RSD dr. Soebandi Jember.",14,other,HUBUNGAN ANTARA BAURAN PEMASARAN DENGAN PROSES PENGAMBILAN KEPUTUSAN PEMANFAATAN PELAYANAN   RAWAT INAP; Other,https://repository.unej.ac.id/handle/123456789/2144 
Konsep Diri Lanjut Usia Dalam Mempertahankan Kesehatan Mental Dan Sosial (Studi Kualitatif Di Griya Lansia Kabupaten Lumajang),"Lansia merupakan suatu proses alami yang ditentukan oleh Tuhan Yang Maha Esa dan akan dialami oleh setiap orang yang hidup. Lansia pada umumnya akan mengalami kemunduran fisik, mental, dan sosial secara bertahap. Gangguan kesehatan yang dialami lansia tidak hanya gangguan fisik, salah satunya adalah gangguan mental. Lansia biasanya akan merasakan bosan karena tinggal di panti sehingga lansia akan mudah depresi dan cemas. Lansia yang mengalami depresi maka akan menimbulkan berbagai macam akibat seperti penurunan kondisi fisik dan kemampuan bersosialisasi, perubahan bentuk pemikiran, sensasi somatik, berkurangnya aktivitas, serta kurang produktif dalam pengembangan pemikiran, berbicara dan sosialisasi. Selain itu, kesehatan lansia tidak hanya keadaan sejahtera baik fisik atau pun mental, tetapi juga sosial. Lansia cenderung menarik diri dari lingkungannya, sehingga penurunan aktivitas sosial akan jarang dilakukan. Gangguan kesehatan mental dan sosial ini biasanya akan diikuti oleh penurunan konsep diri lansia. Penelitian ini merupakan penelitian deskriptif dengan pendekatan kualitatif, desain penelitian yang digunakan adalah studi kasus. Penelitian ini dilakukan di Griya Lansia Kabupaten Lumajang, dimulai pada bulan September 2017 sampai Mei 2018. Informan dalam penelitian ini adalah 7 orang lansia yang tinggal di Griya Lansia. Penentuan informan menggunakan teknik purposive dengan pengambilan data dilakukan menggunakan panduan wawancara mendalam. Pengumpulan data juga dilakukan dengan dokumentasi dan observasi. Analisis data penelitian yang digunakan adalah thematic content analysis. Kredibilitas data dilakukan dengan cara triangulasi sumber dan teknik, sedangkan dependabilitas data dilakukan dengan dosen pembimbing. Hasil penelitian menunjukkan bahwa informan yang tinggal di Griya Lansia seluruhnya adalah perempuan yang mayoritas berusia >70 tahun tahun ke atas yang beragama islam, memiliki status janda, sebagian besar tidak pernah bersekolah, sebagian besar memilih tinggal di Griya Lansia atas keputusannya sendiri, sebagian besar masih memliliki keluarga, dan sebagian besar tidak pernah dikunjungi keluarganya. Berdasarkan hasil wawancara mendalam, informan memiliki identitas diri positif, yaitu memiliki watak keras dan cengeng. Identitas diri ini dibentuk dari pengalaman masing-masing yang dimilikinya. Gambaran diri yang dimiliki sebagian besar bersifat positif. Hal ini ditunjukkan dengan sikapnya terhadap perubahan kondisi tubuhnya, akan tetapi sebagian kecil gambaran diri informan adalah negatif. Hal ini dikarenakan keadaan sakit informan di masa tua. Harga diri positif juga dimiliki sebagian besar informan. Mereka merasa dicintai oleh keluarga ataupun orang lain disekitarnya meskipun ada sebagian kecil yang tidak memiliki keluarga. Ideal diri positif yang dimiliki informan adalah berkumpul dengan keluarga atau beribadah. Peran diri yang dimiliki informan ada yang positif dan negatif. Peran positif yang ditunjukkan salah satunya dengan cara membantu temantemannya di panti, sedangkan informan yang memiliki peran negatif cenderung egois. Informan masih dalam keadaan sehat mental, dalam hal ini informan masih dapat mengenali dan mengatasi masalah yang sedang dihadapi. Sebagian besar informan masih dalam keadaan sehat sosial, hal ini dikarenakan informan selalu mengkuti kegiatan-kegiatan di panti maupun di luar panti seperti kegiatan mengaji bersama komunitasnya, akan tetapi sebagian kecil informan cenderung menutup dirinya dari lingkungan panti. Saran yang dapat diberikan oleh peneliti bagi pendamping atau perawat dapat melakukan layanan konseling di Griya Lansia dan dapat membantu lansia dalam mempertahankan aktivitas-aktivitas yang dilakukan lansia. Bagi instansi terkait yaitu Dinas Sosial dan Griya Lansia dapat melakukan screening kesehatan mental dan sosial kepada lansia yang dapat dilakukan oleh perawat atau pendamping dan dapat menerapkan berbagai dispilin ilmu yang berkesinambungan melalui pelatihan pendidikan bagi perawat atau pendamping. Peneliti selanjutnya dapat melakukan penelitian secara kualitatif mengenai peran pendamping di panti untuk pembentukan konsep diri positif lansia. Selain itu peneliti juga dapat melakukan penelitian secara kualitatif tentang komunikasi interpersonal antar sesama lansia untuk mempertahankan kesehatan sosial.",14,id,Lanjut Usia; Kesehatan Mental; Sosial; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/87773 
Keberadaan Bakteri Escherichia coli Pada Sari Kedelai (Studi di Industri Rumah Tangga Sari Kedelai di Kabupaten Lumajang),"Sari kedelai adalah cairan berwarna putih seperti susu sapi tetapi dibuat dari ekstrak kedelai. Sari kedelai sangat baik untuk dikonsumsi karena mempunyai nilai gizi yang tinggi. Produk olahan sari kedelai merupakan salah satu produk olahan yang dikelola secara sederhana oleh industri rumah tangga dan masih terbatas dalam pengelolaannya. Produk sari kedelai ini disamping mempunyai nilai gizi tinggi juga media yang baik untuk pertumbuhan berbagai macam mikroorganisme baik yang menguntungkan maupun yang merugikan. Dalam pengolahannya yang tidak terlepas dari campur tangan manusia sebagai penjamah makanan, dapat memungkinkan terjadinya kontaminasi mikroba seperti bakteri Escherichia coli. Keberadaan bakteri Escherichia coli dilepaskan melalui tinja dan akan berpindah ke tangan manusia. Apabila masuk kedalam tubuh manusia melalui makanan ataupun minuman bakteri ini dikenal sebagai mikroba indikator kontaminan yang dapat menimbulkan gangguan kesehatan seperti diare. Sumber kontaminasi makanan maupun minuman paling utama secara umum berasal dari pekerja atau penjamah. Tangan pada penjamah makanan mempunyai peran penting terhadap proses pengolahan makanan. Tangan yang tercemar oleh bakteri Escherichia coli dikarenakan buruknya kemampuan penjamah makanan untuk mengolah makanan maupun minuman, sehingga dapat menyebabkan keracunan atau penyakit penyebab makanan. Penelitian ini bertujuan untuk mengidentifikasi keberadaan bakteri Escherichia coli pada sari kedelai. Jenis penelitian ini adalah metode penelitian deskriptif dengan pendekatan kuantitatif. Populasi dalam penelitian ini yaitu 5 industri sari kedelai dan 13 pekerja pada lima industri sari kedelai. Teknik pengambilan sampel meggunakan total sampling. Instrumen yang digunakan yaitu wawancara, observasi mengenai karakteristik responden dan personal hygiene serta pemeriksaan laboratorium untuk mengetahui keberadaan bakteri Escherichia coli pada sari kedelai yang dilakukan di Laboratorium Kesehatan Daerah Kabupaten Jember pada bulan Oktober 2017. Analisis yang digunakan pada penelitian ini yaitu analisis univariat untuk mendeskripsikan atau menggambarkan karakteristik responden (umur, jenis kelamin, dan pendidikan), penyediaan air bersih (kualitas fisik air, sumber air bersih, dan sarana air bersih), keberadaan bakteri Escherichia coli dan personal hygiene (kebersihan kuku dan tangan, kebersihan rambut, kebersihan pakaian). Hasil penelitian menunjukkan bahwa personal hygiene pekerja di Industri Rumah Tangga Sari Kedelai di Kabupaten Lumajang didapatkan hasil bahwa pekerja di 4 industri rumah tangga dengan total sebanyak 10 pekerja termasuk dalam kategori baik, dan 1 industri rumah tangga dengan 3 pekerja termasuk dalam kategori buruk. diantaranya meliputi penilaian kebersihan tangan dan kuku, kebersihan rambut dan kebersihan pakaian. Penyediaan air bersih pada Industri Rumah Tangga Sari Kedelai pada 5 industri dilakukan penilaian berdasarkan syarat kualitas fisik, kepemilikan sumber air serta sumber air bersih yang digunakan. Dari hasil pemeriksaan uji laboratorium, sampel sari kedelai dari 5 industri diketahui bahwa 4 industri negatif Escherichia coli dan 1 industri yang positif Escherichia coli. Berdasarkan hasil ini diharapkan Dinas Kesehatan dapat mengoptimalkan pemberian edukasi berupa penyuluhan terkait praktik personal hygiene pada pekerja produksi sari kedelai serta pengawasan secara berkala kepada produsen pengolah makanan maupun minuman. Perlu ditekankan dan diterapkan lagi terkait penggunaan alat pelindung diri seperti celemek, handscoon, serta penutup kepala. Perlu adanya penelitian lanjutan terkait pemeriksaaan mikrobiologis pada air yang digunakan serta swab pada peralatan yang digunakan, serta penelitian lebih lanjut terkait keberadaan bakteri Escherichia coli pada sari kedelai ber PIRT dan tidak ber PIRT.",14,id,Sari Kedelai; personal hygiene pekerja; bakteri Escherichia coli; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/87464 
KONSUMSI MAKANAN DAN STATUS GIZI ANAK BALITA (24 – 59 BULAN) DI DESA NELAYAN PUGER WETAN KECAMATAN PUGER KABUPATEN JEMBER,"Nelayan merupakan salah satu masyarakat marginal yang sering sekali tersisihkan dari akomodasi kebijakan pemerintah. Masalah yang dihadapi masyarakat nelayan sangatlah kompleks salah satunya menyangkut penghasilan. Rendahnya pendapatan yang diterima oleh rumah tangga nelayan mengakibatkan rumah tangga nelayan tidak mampu mengalokasikan pengeluaran pangannya untuk memenuhi kecukupan gizi rumah tangga. Faktor-faktor yang mempengaruhi status gizi balita di desa nelayan adalah tingkat konsumsi energi dan protein, penyakit infeksi, tingkat pengetahuan, tingkat pendidikan, kelengkapan imunisasi dan pendapatan. Kecamatan Puger merupakan desa nelayan dengan penghasil ikan laut terbesar di Kabupaten Jember. Jumlah produksi perikanan laut terbanyak di Kecamatan Puger terdapat di Desa Puger Wetan dengan jumlah produksi perikanan sebesar 29.700 kw dan terdapat 4516 orang yang bermatapencaharian sebagai nelayan. Penelitian ini bertujuan untuk menganalisis hubungan antara konsumsi makanan dengan status gizi anak balita. Penelitian ini merupakan penelitian observasional analitik. Penelitian ini dilaksanakan di Desa Puger Wetan Kecamatan Puger Kabupaten Jember. Teknik pengumpulan data pada penelitian ini yaitu pengumpulan data primer dilakukan melalui wawancara dengan kuisioner dan observasi. Hasil penelitian ini menunjukkan bahwa Sebagian besar anak balita berjenis kelamin laki-laki. Berat badan lahir anak balita sebagian besar dalam kategori normal. Berdasarkan karakteristik keluarga sebagian besar ayah dan ibu berpendidikan terakhir tamat SMP/MTS. Sebagian besar ibu anak balita mempunyai tingkat pengetahuan cukup. Sebagian besar kepala keluarga anak balita bekerja sebagai nelayan pemilik. Pendapatan orang tua anak balita per bulan.",14,id,Konsumsi Makanan dan Status Gizi Anak Balita; Nelayan Puger Wetan Jember; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/77677 
ANALISIS RISIKO KESELAMATAN DAN KESEHATAN KERJA WELDING CONFINED SPACE BAGIAN ERECTION PT. PAL INDONESIA (PERSERO) SURABAYA,"Penelitian ini dilakukan untuk menganalisis risiko kesehatan dan keselamatan kerja Welding Confined Space di PT. PAL Indonesia (persero) Surabaya. Jenis penelitian yang digunakan adalah penelitian deskriptif. Responden penelitian ini adalah 5 orang ahli K3 yang ada di Divisi Kapal Niaga PT. PAL Indonesia (persero). Data primer dalam penelitian ini didapatkan dari observasi dan pengamatan langsung pada pengelasan bagian Erection. Observasi dilakukan dengan pengamatan langsung keadaan di tempat kerja mengenai proses Welding Confined Space di bagian Erection pada PT. PAL Indonesia (Persero) yang dinilai berdasarkan identifikasi bahaya, penilaian risiko, dan rekomendasi yang diberikan sebagai wujud dari pengendalian risiko. Data primer pada penelitian ini meliputi data persepsi potensi bahaya/risiko yang ada dalam lokasi pengelasan, data observasi peneliti tentang probabilitas terjadinya risiko, data tentang konsekuensi terjadinya risiko, penentuan kategori risiko, dan rekomendasi pengendalian risiko yang dinilai dengan instrumen Hazops. Data tersebut dikumpulkan dengan teknik observasi serta didapat dari diskusi para ahli, analisis risiko dalam penelitian ini menggunakan metode semi kuantitatif dengan standart AS/NZS 4360/2004, dimana penentuan tingkat risiko didapat dari perkalian antara tingkat konsekuensi, tingkat kemungkinan dan tingkat paparan berdasarkan matriks menurut standart AS/NZS 4360/2004 sebagai acuan dalam penentuan peringkat risiko. Hasil penelitian menunjukkan bahwa risiko yang terdapat di welding confined space bagian Erection PT. PAL Indonesia (persero) Surabaya berupa tergores, tertimpa alat maupun material, tersengat arus listrik, tersandung, high stress, luka bakar akibat api las, gangguan penafasan, hingga kekurangan oksigen. Nilai konsekuensi (Consequence) yang tertinggi adalah very serious pada saat proses melaksanakan pekerjaan pengelasan, sedangkan tingkat kemungkinan (likelihood) yang tertinggi adalah almost certain yaitu pada proses melaksanakan pemeriksaan pada mesin las, sumber listrik, penerangan dan blower serta melaksanakan pekerjaan pengelasan, sedangkan untuk tingkat paparan (exposure) yang tertinggi disebut continously yaitu pada saat proses melaksanakan housekeeping. Pengendalian risiko kecelakaan kerja dilakukan dengan adanya rekomendasi yang sesuai dengan metode hazop yaitu pengendalian dengan cara melihat sumber bahya yang ada di proses Welding Confined Space. Rekomendasi pengendalian risiko kecelakaan kerja yang dilakukan yaitu: rekomendasi perbaikan sikap pekerja, dan rekomendasi perbaikan lingkugan kerja (suhu tinggi, pencahayan, vetilasi).",14,id,KESELAMATAN DAN KESEHATAN KERJA; PT. PAL INDONESIA (PERSERO) SURABAYA; Undergraduat Thesis,https://repository.unej.ac.id/handle/123456789/85965 
HUBUNGAN KEBIASAAN MEROKOK DENGAN KEJADIAN HIPERTENSI PADA LAKI-LAKI USIA 40 TAHUN KE ATAS,"Hipertensi merupakan penyakit tertinggi di RSD dr. Soebandi pada tahun 2009. Merokok merupakan salah satu faktor resiko penyebab terjadinya penyakit hipertensi sehingga permasalahan yang dikaji dalam penelitian ini yaitu adakah hubungan antara kebiasaan merokok (jumlah rokok, lama merokok, jenis rokok dan cara menghisap rokok) dengan kejadian hipertensi pada laki-laki usia 40 tahun ke atas di RSD dr. Soebandi Jember. Tujuan penelitian ini adalah untuk mengetahui kebiasaan merokok (jumlah rokok, lama merokok, jenis rokok dan cara menghisap rokok) dengan kejadian hipertensi pada laki-laki usia 40 tahun ke atas di RSD dr. Soebandi Jember serta untuk mengetahui ada tidaknya hubungan antara kebiasaan merokok (jumlah rokok, lama merokok, jenis rokok dan cara menghisap rokok) dengan kejadian hipertensi pada laki-laki usia 40 tahun ke atas di RSD dr. Soebandi Jember. Jenis penelitian ini adalah penelitian case control yaitu penelitian survai analitik yang menyangkut bagaimana faktor risiko dipelajari dengan menggunakan pendekatan restrospektive. Populasi dalam penelitian ini dibedakan menjadi dua yaitu populasi kasus dan populasi kontrol. Populasi kasus adalah seluruh pasien laki-laki perokok berusia 40 tahun di RSD dr. Soebandi Jember selama tanggal 23 agustus - 30 september 2010 yang menderita hipertensi sedangkan populasi kontrol adalah seluruh pasien laki-laki perokok berusia 40 tahun di RSD dr. Soebandi Jember selama tanggal 23 agustus - 30 september 2010 yang tidak menderita hipertensi. Sampel yang diambil sejumlah 78 orang kasus (mengalami hipertensi) dan 78 orang kontrol (tidak mengalami hipertensi). Instrumen yang digunakan dalam penelitian ini adalah kuesioner. Data primer diperoleh melalui penyebaran kuesioner dan angket sedangkan data sekunder diambil dari bagian rekam medik RSD dr. Soebandi Jember. Data yang diperoleh dalam penelitian ini diolah dengan menggunakan statistik uji Regresi Logistik dengan derajat kemaknaan ( ) = 0,05. Hasil penelitian menunjukkan bahwa faktor yang berhubungan dengan kejadian hipertensi adalah jumlah rokok yang dihisap (p = 0,000, OR= 5,754), lama menghisap rokok (p = 0,000, OR= 8,641), jenis rokok (p = 0,002, OR= 2,831), cara menghisap rokok (p = 0,000, OR= 1,950. Sehingga kesimpulan dari penelitian ini terdapat hubungan antara kebiasaan merokok (jumlah rokok, lama merokok, jenis rokok dan cara menghisap rokok) dengan kejadian hipertensi pada laki-laki usia 40 tahun keatas di RSD dr. Soebandi Jember. Saran yang dapat penulis ajukan terkait dengan temuan dalam penelitian ini antara lain : 1) Pihak penyedia pelayanan kesehatan terutama rumah sakit diharapkan memberikan pendidikan dan promosi kesehatan kepada masyarakat tentang bahaya rokok dengan pembagian leaflet pada setiap pasien yang berkunjung, 2) Dalam pemberian penyuluhan secara langsung hendaknya materi disampaikan dengan bahasa yang mudah dimengerti pasien, 3) Perlu adanya penelitian yang lain seperti hubungan kebiasaan merokok dengan kejadian PJK maupun hubungan obesitas dengan kejadian hipertensi.",14,other,"Kebiasaan Merokok,Hipertensi; Other",https://repository.unej.ac.id/handle/123456789/27228 
